comment_id,llm_label_pass1,confidence,text,label_pass1,label_pass2,conf_pass2
UgwZ857JkZ_ksYs2kx54AaABAg,Negatif,0.75,roy suryo.takut di penjara aku yakin .taruhan aku brani.pasti roy dkk.di oenjara .,Negatif,Netral,0.6
UgwZkUHUG3G8jtRwlLt4AaABAg,Negatif,0.75,"Aneh kok udah liat banyak lagi alasan nya yah,apakah Roy ini mmng sengaja buat gaduh",Negatif,Negatif,0.5
Ugwb5Dqin6xJAuwf10N4AaABAg,Negatif,0.75,"Tunggu saja menyeret kepenjara grobolan tompel roy suryo dan kawan ,,dari pada menyeret yang pernah mempimpin negara  Indonesia  selalu roy suryo  dari dulu fitnah pak jokowi melulu, wah wah aneh😮",Negatif,Negatif,0.55
UgwbPBGPDSZC_J4fxq14AaABAg,Negatif,0.75,"Buktikan dulu legal standing pemohon,,,,,pasti kerepotan,,,,prinsipal ,,, 56:54 tiroris tersebut,,,,,kalau peneliti,,,,mana buktinya ,,,, bukti kan dulu,,,,,bung refli katanya ahli hukum tata negara ,,,,justru,,,,menyuruh para tiroris ini masuk lubang ,,,,syukurin semoga mereka cepat cepat saja masuk bui,,,,",Negatif,Netral,0.5
Ugwcec1Ac6Y4wFxlCL14AaABAg,Negatif,0.75,Rismon keluar akibat S2 & S3 Yamaguchi jepang. Bukan karena kebenaran ijazah Jokowi. Aneh..😮,Negatif,Netral,0.6
Ugwe8V_kZxZToLhDmOJ4AaABAg,Negatif,0.75,Lebih baik menyeeah saja pak Roy,Negatif,Netral,0.5
UgweSt_lSNIIBP9M8RV4AaABAg,Negatif,0.75,"Hukum seumur hidup gerombolan ROI Suryo dan kawan2,soalnya bikin gaduh di NKRI bos",Negatif,Netral,0.55
UgweUpCPyQTJWUXNVE54AaABAg,Negatif,0.75,Roy suryo otak tumpul atau otak jongkok maka perkara ijazah di jaddiikan bola liar sengaja. Krrn pengangguran,Negatif,Negatif,0.55
UgwfD03Le1oMZGVJPOB4AaABAg,Negatif,0.75,Tidak ada gunanya sibuk dengan ijasah pak Jokowi pak Jokowi sudah jadi pejabat mulai dari Walikota solo jadi gubernur Jakarta sampai jadi Presiden 2 periode dan di akui bahwa Pak Jokowi persiden no 1 di dunia,Negatif,Netral,0.55
UgwhevheqgeqmWm-FkF4AaABAg,Negatif,0.75,Kmi ingin pengadilan ijazah ini dipercepat kmi rakyat ingin menyaksikan kebenaran yg sesungguhnya transpran jujur dn adil walaupun ijazah Jokowi jkw asli TPI saya benci rezimnya sewenang ingin jadi raja dinasti,Negatif,Negatif,0.75
UgwhwN-nWV4iBx9kBNR4AaABAg,Negatif,0.75,"Bertobatlah PEMBENCI PEMFITNAH, KARENA TUHAN PEMBELA  BAPAK JOKOWI !🤴👍🙏🙏",Negatif,Negatif,0.55
UgwiBual1nnL_0H-Pcx4AaABAg,Negatif,0.75,Sebenarnya yang bermasalah itu Roy Suryo cs.lagian untung mendengarkan Roy Suryo apa.dan yang bikin tambah rumit mau2nya pengadilan mengikuti gugatan2 Roy Suryo cs yang gak begitu penting sebenarnya.secara tidak langsung ini menunjukkan para penegak hukum mau digiring oleh Roy Suryo cs yang sebenarnya gak begitu penting,Negatif,Netral,0.55
UgwiYLzNk2lA282p67t4AaABAg,Negatif,0.75,Persis seperti dugaan di awal biar di tunjukan juga pasti akam tetap gak percaya emang biang rusuh bukan cari kebenaran,Negatif,Negatif,0.6
UgwicmD5pK7jIgP4ToZ4AaABAg,Negatif,0.75,Tahan saja pak polisi..diminta lihat ijazah..polisi perlihatkan..maunya apa sih...polisi slalu disudutkan...tahan saja pak...biar di pengadilan mereja pertanggung jawabkan perbuatannya..jujur ini akibat polisi kurang tegas...,Negatif,Negatif,0.65
UgwiqTa0t52-munE5A54AaABAg,Negatif,0.75,"Uji diMK pasti akan ditolak jelas sudah menghina kehormatan orang lain,TIRORIS dengan sengaja merendahkan martabat,mencemarkan nama baik seharus dihukum seberat beratnya agar tidak terulang kembali yang lainnya sebagai pelajaran.",Negatif,Negatif,0.55
UgwjYLecugPwVBfjoqt4AaABAg,Negatif,0.75,"pengacara azam khan ini terlihat gagap, yakin klien nya bakal masuk bui!",Negatif,Netral,0.6
UgwjZnttPVLjO1iciWp4AaABAg,Negatif,0.75,Cieeee Panci Berharap Kasus Di Hentikan !! Katanya Pengen menjarakan Jokowi 😂😂😂,Negatif,Netral,0.55
UgwlMPfqW5m3_S2xIRB4AaABAg,Negatif,0.75,Enak saja.....minta dihentikan kasus ijazahnya....bacote rai cs saja masih mmfitnah tiap hari kok,Negatif,Negatif,0.55
Ugwlnl5R7c9jeOxMuvt4AaABAg,Negatif,0.75,Bila perlu kuasa hukum Roisurio di hukum,Negatif,Netral,0.5
UgwmGa6KUEgY9xw9rdd4AaABAg,Negatif,0.75,Kok refly Harun yang ngegas sekarang emang nya bisa kalahkan bapak Jokowi nggak mungkin terjadi alias zoonk kosong semua,Negatif,Negatif,0.5
UgwmOsxmcnLzPuHeTkN4AaABAg,Negatif,0.75,Oo Aslii tenyata,Negatif,Negatif,0.7
UgwmiBKFkOlhH2xTj-J4AaABAg,Negatif,0.75,"Hadeh ..  si RS mau ngomong sepintar apapun ' memutar2 balikan fakta ,  rakyat udh cerdas rakyat LBH percaya pak Jokowi , dan rakyat msh ingin di pimpin olh pak Jokowi , makanya Gibran dah pasti bakal jadi presiden masa depan ..",Negatif,Negatif,0.65
UgwmiJ876zmVQVaWLkN4AaABAg,Negatif,0.75,"Kalau memang Ijazahnya Pak Jokowi benar benar Asli ,tapi para penuduh palsu masih ngeyel , 
Negara tidak boleh kalah
Hukumanya para penuduh diperberat saja",Negatif,Negatif,0.65
UgwnUK5_P_DK1DfaZtN4AaABAg,Negatif,0.75,ngelesnya bukan main²  roy cs gk bisa jwab kan di tanya,Negatif,Negatif,0.5
UgwnlT2dhbglR3VpULl4AaABAg,Negatif,0.75,"Yang paling Ahli tatanegara itu 😅😅😂😂
Banyak minusnya 😂😅",Negatif,Netral,0.6
UgwnzeajCyBZ88VYNAZ4AaABAg,Negatif,0.75,Roy Suryo sok suci anda ini kerjaannya teroris namanya di sebut maling .Jokowi itu berjasa BG ngra ini .,Negatif,Netral,0.55
UgwoOY3huecl8ntzmFh4AaABAg,Negatif,0.75,Panci itu modalnya ngeyel kenyataan ijazah yg lain persis sama punyaannya pak Jokowi panci modal ngeyel.,Negatif,Negatif,0.55
UgwqBr0eC5gZpuBvAIF4AaABAg,Negatif,0.75,"Bukankah ditersangkakan dgn  pasal-pasal dan UU yg ngawur  sangat menguntungkan RRT ? Ibarat ""Pencuri PANCI"",tetapi dituduh ""Pakar Telematika Palsu"".Ini akan membuat RRT bebas dari dakwaan. Menggembirakan bukan? Tetapi anehnya, sesuatu yg sangat menguntungkan itu justru  membuat RRT panik, stress, tersiksa dan pontang panting lapor sana sini ,hingga ke MK.Kocak ! 😂",Negatif,Netral,0.55
UgwqGEFkO-QytKIwx3F4AaABAg,Negatif,0.75,"Penjelasan yg terang benderang.
Sangat mencerahkan bagi yg punya hati bersih dan akal sehat.
Sangat meresahkan bagi yg sakit hati dan sesat fikir.",Negatif,Netral,0.5
Ugwqk-HAS8QkE-_Whxl4AaABAg,Negatif,0.75,Bu Diana pancen Mantaaap n josss top markotop si Roy glagapan dibilangin korupsi panci  wadau malu banget maaaas sudah ga ada harga diri nya dong,Negatif,Netral,0.55
UgwrZm5SYurbu0ObWHF4AaABAg,Negatif,0.75,"Ingat kata2 pak aryanto.... Apapun ijazah nya asal yg keluarin UGM itu asli.... 

Entah itu ad kecacatan dlm prosesnya.... (Macam skripsi dll)

Kalo asal d keluarin UGM sbg lembaga resmi, tetap asli. Entah urusan lainnya...

😂😂😂 Kelar sudah..
Siap2 bubar jalan emang ine Negara.",Negatif,Netral,0.55
UgwricacVSlu7jeNZPN4AaABAg,Negatif,0.75,hidup jokowi,Negatif,Netral,0.7
Ugwuy-5VaWKFNLMWpuJ4AaABAg,Negatif,0.75,Ketika jokowi lawan dgn elegan  dituduh kriminalisasi  hello roy cs dan tuan pengacara jokowi itu rakyat biasa sekarang,Negatif,Netral,0.5
Ugwvo1tFI-B_pPfKMNJ4AaABAg,Negatif,0.75,Kuasa hukum pak jokowi memang top cer sekali bicara lngsung buat orang laen ketahuan bohong nya😂,Negatif,Negatif,0.5
Ugww9jOJv71cycoo6oJ4AaABAg,Negatif,0.75,"Di pengadilan pidana gak ada bukti, di MK juga gak ada bukti, hahahaha",Negatif,Negatif,0.6
UgwwNJQXdcdV_OMhVrJ4AaABAg,Negatif,0.75,deni aja punya kasus korop kok mau jadi pengacara apa gk masalah yg tepat itu yg nuduh yg buktikan rrt kan cuma modal foto kopi yg asli kan  pk jkw,Negatif,Negatif,0.6
UgwwPTJiQ93pE-B9mzh4AaABAg,Negatif,0.75,Emang itu tifa &ak masuk akal pinter pinter bodoh suka bikin onar.. Bikin fitnah.. Dokter dokteran,Negatif,Netral,0.5
UgwwYBCyEN2oMZjom254AaABAg,Negatif,0.75,"Heh sur,  sy dlu jg waktu bikin skripsi (dlu jg disebutnya skripsi),  sy jg sllu brtanya pd Asdos sy  ktika mau diajukn k Dosen pmbimbing skripsi sy (krn sy mrasa gbs/takut salah & dimarahi dos pembimbing),  kbetuln Asdos sy orgnya ramah & mau ngajari!  
Jd MUNGKIN  begitu  jg dg p Jokowi.  Emg msalah??! & trbukti stiap Bab yg sy Ajukn pd  Dos pembimbing sllu di ACC,  paling hnya da  yg hrs ditambah ato dikurangi sdikit sj. 
& Akhirnya sy bs mnyelesaikn skripsi sy hya dlm waktu (klo g salah 5x pertemuan sj).  Alhamdulillah.  
& Skrg klo ditanya sypun Akn mngatakn : ""Berkat Asdos sy tu,  skripsi sy bs slesai dg cepat!""",Negatif,Negatif,0.55
Ugwx9Cen8JG6H-K1K4N4AaABAg,Negatif,0.75,Seumur hidup hukum lemah bila cuma 12 tahun dan Tutut ganti rugi pencemaran nama baik serta merugikan seluruh rakyat Indonesia di buat bohong,Negatif,Negatif,0.55
UgwxHq5tN-hzwmAe5dt4AaABAg,Negatif,0.75,"Gimana kalau doping nya uda meninggal? Bukti apa lg yg harus dibuktikan? Percuma kalau uda benci, dikasih tunjuk ijazah aslipun pasti bakal dibilang palsu.. roy roy",Negatif,Negatif,0.65
UgwxPWfwTOtc4bupWMJ4AaABAg,Negatif,0.75,Ini kompor ekonomi indonesia .. bapak jokowi bisa membagi bantuan,Negatif,Netral,0.6
Ugwx_8UrQnPMvtduUG94AaABAg,Negatif,0.75,Setelah ditunjukan bilangnya hal biasaaaa wkwkwk,Negatif,Negatif,0.55
Ugwxvlfa6VGlqO1UeGB4AaABAg,Negatif,0.75,Ini bang hotman dari pertams narasinya suryo  kebenycian,Negatif,Netral,0.5
UgwyDEoscRG8k12_tdF4AaABAg,Negatif,0.75,Deny prof cengeng  belum pembuktian sdh bilang kraminilisasi,Negatif,Netral,0.5
Ugwytyvhe46fGOF1xzN4AaABAg,Negatif,0.75,"Jngan di Terima lah lagi Roy Suryo di Fakultas apapun ,,terutama di UGM ..parah Roy Suryo ini ..gara-gara  nggak  dapat jabat jabatan smasa Pak Jowowi waktu menjabat ..",Negatif,Netral,0.55
UgwzPhW0YQk2stj8Ykh4AaABAg,Negatif,0.75,"Saya rakyat kecil udah muak lihat orang""
yang bikin gaduh negara soalnya sudah
di tunjukan juga masih ngeyel aja mau
cari apa lagi ngomong demi keadilan terus aja nyari ribut udah pa polisi kurung aja 
pusing rakyat lihat",Negatif,Negatif,0.6
Ugx0nH_eOLSPpXGka_R4AaABAg,Negatif,0.75,"Halah, katanya tggl tunjukkan aja selesai",Negatif,Netral,0.5
Ugx0teWfKlHTcAzDojd4AaABAg,Negatif,0.75,"Demo gagal, sekarang minta dihentikan kasusnya. Takut masuk penjara ya😂",Negatif,Netral,0.55
Ugx1HG18C8c42wIiS4V4AaABAg,Negatif,0.75,Sangat jelaas mereka bukan mencari kebenaran,Negatif,Negatif,0.5
Ugx1W8b6GjUSXNRYm6d4AaABAg,Negatif,0.75,"Dah mau ngeles lagi ni suryo,gnti ugm yg di serang",Negatif,Netral,0.5
Ugx2dP7CCg-WzvwK_0N4AaABAg,Negatif,0.75,Pa suda berkali2ditanya kalau ditunjukan behnti ga mungkin percaya ngotot dia suda tunjukan ga percaya kurang apa si UGM sama saksi sama 2lulusga percaya juga teroris itu biar dijalaskan KPU ga percaya,Negatif,Negatif,0.6
Ugx3BpfDR78cKobuECh4AaABAg,Negatif,0.75,Semoga beliau pak jokowi dilindungin oleh ALLAH  AMIN,Negatif,Netral,0.6
Ugx3qZ2GB6yuHrMgYQp4AaABAg,Negatif,0.75,Rakyat sudah pinter tentang isu inti nya ini oprasi politik di THN 2029 dengan mengangkat isu ijazah tapi rakyat tau arah nya kemana,Negatif,Negatif,0.5
Ugx4C_TKxC-2n6vzTmV4AaABAg,Negatif,0.75,"😂😂😂
Om roy & om rismon sewot ga dapat sp3",Negatif,Netral,0.55
Ugx4FBhvvBgKI8IQROF4AaABAg,Negatif,0.75,menurut saya 12_0 alias 12 tahun bui dimenangkan pak lokowi,Negatif,Netral,0.5
Ugx4Ovkpn6Wp-f6KCPF4AaABAg,Negatif,0.75,Ini yg tidak adil.. bw nama rakyat padahal Roy Suryo pribadi cari masa pembenci Jokowi...siapapun pembenci Jokowi 17 persen mengatakan palsu apakah ini adil sedangkan pak Jokowi sudah tidak lagi menjabat.. mana yg dukung pak Jokowi.. ga ada tuh apakah pak Jokowi bicara sebrutal mereka.. ga tuh..b,Negatif,Netral,0.5
Ugx4l6ovkIQ3d19hK5t4AaABAg,Negatif,0.75,"KLO meneliti ya meneliti saja jangan menghina dan merendahkan orng KLO Skrang d tersangkakan protes,
Kemarin2 gembor2 sekarang GK trima d tersangkakan,
Obyek yg di teliti saja udah GK bener dr mna bisa menyatakan palsu
KLO udah dasar nya benci ya emng susah mskpn asli y d bilang palsu apapun caranya bencinya udah mendarah daging,",Negatif,Negatif,0.6
Ugx5LkelZhY-6tdioAl4AaABAg,Negatif,0.75,"Udah paham kan yang teriak tunjukin ajalah biar selesai,, ini buktinya di tunjukkan pun juga gak akan selesai,, emang harusnya langsung di persidangan biar punya kekuatan hukum tetap supaya gak ada lagi narasi baru",Negatif,Negatif,0.6
Ugx6aJ4vHvsZjY9SUDJ4AaABAg,Negatif,0.75,"Andi sbg termul abadi yg makan gaji jkw.. tujuannya cm 1.. harus mengakui ijasah jkw asli, walaupun gak masuk akal, dia akan trus berbelat belit mnjlaskan ijasah jkw asli",Negatif,Positif,0.5
Ugx7WohiH-TZrrzguph4AaABAg,Negatif,0.75,"Buat para pembenci ...mau ditunjukkan kebenaran pun , mereka ttp berusaha bikin mslh trs , gak ada ujungnya ..",Negatif,Negatif,0.6
Ugx7YoF2bzvnIUq9Q554AaABAg,Negatif,0.75,Hukum bantu suryoook komonisssssss,Negatif,Netral,0.5
Ugx8_ghwu6RP-m5JgJR4AaABAg,Negatif,0.75,Jangan demi 1 orang menghancurkan 1 Universitas yang sudah melahirkan banyak orang Hebat,Negatif,Negatif,0.5
UgxA5OCNrdj4YvgX_Mt4AaABAg,Negatif,0.75,Knp relawan pak jokowi slalu ada?? Profesor aja bertanya..padahal jawabannya simpel.. ya krn kalian pembenci Jokowi berisik trus membabi buta...,Negatif,Netral,0.5
UgxASHAxAJAc5S6zdpJ4AaABAg,Negatif,0.75,"Sdh ditunjukkan, lantas minta pembanding. Bikin gaduh, moga pada strok semua",Negatif,Negatif,0.6
UgxCATpdW5txbyJgorZ4AaABAg,Negatif,0.75,"MK berdiri tegak lurus kepada KEBENARAN BUKAN MEMBELA KEPALSUAN, yang merusak bangsa dan negara dan Hukum. Semoga Allah SWT melindungi kebenaran diatas kepalsuan.",Negatif,Netral,0.5
UgxCuNZkOWakJuC7Gfx4AaABAg,Negatif,0.75,mau di tunjukan juga tetap tidak akan terima.katna orang orang ini niatnya mau bikin gaduh indonesia,Negatif,Negatif,0.6
UgxEfIwze8kp3_1Wnup4AaABAg,Negatif,0.75,Saldi Isra memang benar.,Negatif,Netral,0.55
UgxFTUE_EKBnytOhUoh4AaABAg,Negatif,0.75,"Pola pembenci JKW itu sama.
1. Kalau komen selalu pake akun bodong
2. Yg penting komen nyinyir
3. Habis komen kabur
😂",Negatif,Netral,0.55
UgxH5DVJgzXDLscajSt4AaABAg,Negatif,0.75,"Keenakan jika di tunjukin kemereka ijasah PK Jokowi,,,tunggu sampe di sidang pengadilan,,biar dia pada sibuk dgn pekerjaaan pencemaran nama baik PK Jokowi ijasah palsu,,,",Negatif,Negatif,0.6
UgxHXLnzXeuW2wM00hR4AaABAg,Negatif,0.75,Rakyat indo capek lihat grop roi. Suka fitnah. Masukan penjara,Negatif,Netral,0.5
UgxIRE4cBhTo52M0ZxR4AaABAg,Negatif,0.75,"Kalau di setop, nanti gampang saja orang memfitnah orang lain.",Negatif,Netral,0.5
UgxIdDWMjwFD-mU-llF4AaABAg,Negatif,0.75,"Manusia"" yg mempermasalahkan ijasah jokowi palsu itu hanyabertujuan menghancurkan reputasi kelompok merah putih. (dr pendukung jokowi) spy pemilu yg akan datang masyarakatbergabung dgn pendukung imigran zaman.",Negatif,Negatif,0.55
UgxJ5gM6w2A3t2NY3jp4AaABAg,Negatif,0.75,SUDAH DIDUGA DIPERLIHATKAN JUGA TIDAK MENYESAIKAN MASALAH 😂😂😂,Negatif,Negatif,0.55
UgxJcy-Es5cQN1z51UZ4AaABAg,Negatif,0.75,Oh gak bisalah. Metro sbg media jadi jubir jkw kalo spt ini,Negatif,Netral,0.5
UgxL5QLLxlm9HRNmjgV4AaABAg,Negatif,0.75,"Saya dukung ibu 100 persen👍👍 lewat Roy panci cs tukang bo😱malu,,in aja sudah salah ngotot LG berani lawan itu ibu jadi malu kau cs🫣 menyala ibu kebenaran pasti terungkap untuk para pembenci rakyat tak suka di adu domba jangan suka fitnah ingat karma itu ada lho mas roy🤭",Negatif,Netral,0.5
UgxLyDrUmITmw501m-t4AaABAg,Negatif,0.75,Di bilang mereka itu percaya law yg nunjukin itu malaikat pencabut nyawa astagfirullah,Negatif,Negatif,0.55
UgxM1-Q7yHDFclGGa-N4AaABAg,Negatif,0.75,Org gila ya repot mw tunjukn juga nmanya juga org gila...repot🤣🤣🤣🤣,Negatif,Negatif,0.5
UgxM3_YctRlt9GqiaOx4AaABAg,Negatif,0.75,"Dia lupa bambang tri dan gusnur dipenjara jaman jkw.

Dipenjara loh, masi aja rivai sontoloyo berasa jokowi si paling pemaaf berhati mulia. PRET",Negatif,Netral,0.55
UgxMjH6HfzeMHZCjIyh4AaABAg,Negatif,0.75,"Ziaraaah ormas sesat pembuat fitnah tunggu aja yg hisab Alloh baik saat didunia Pai ahiraaat!! Dimanaa ajaran suci menganjurkan kebiadaban2 amoral antar anak bangsa,apalagi yg tlh sungguh berjasaa!! Itu pasti kualat laknaatullooh baik di dunia Pai ahiraaat!!! Smg hati CPT tobat biar selamat,kl g mau dinasihati biar saja tuhan yg bicaraaa
Salam damai NKRI
Wasalam",Negatif,Netral,0.5
UgxNwyue7RamRCq1BUV4AaABAg,Negatif,0.75,"KAMI INGATKAN KAN  ROY.?
* STOPPP MULUT NYA ROY DAN STOPPP NARASI , NARASINYGBDI BANGUN  ROY ? JGN MEMBUAT DAN MENCOBA NARASU. NARASI ANDA ? SUPAYA KELUARGA M7 TDK HANCUR ???",Negatif,Netral,0.5
UgxOKYQsOOP07OPo7wl4AaABAg,Negatif,0.75,Betul kata bapa yg satu berani gak Suryo cs itu mau terima hukuman mati bila ijazah asli di tunjukkan,Negatif,Negatif,0.55
UgxP6-p0k6lkPls5a354AaABAg,Negatif,0.75,Omong kosong sembarangan tunjukan palsu itu siapa yang mengatakan palsu dialah yang membuktikan bukan punya ijasah yang membuktikan,Negatif,Negatif,0.6
UgxPqsbVAMSjahXhAGB4AaABAg,Negatif,0.75,"Klu menurut gw seorang sarjana Hubungan Internasional... 
gw tau sedikit banyak politik....
Udah jelas ROY SURYO Cs kalah sih... 

Soalnya ngga pernah gw liat persidangan Indonesia, adu data, penelitian ulang bukti yg sudah ada di persidangan alias persidangan ikut kata kata Polisi doang... contoh Km50, kasus Joshua, dan Kopi Sianida",Negatif,Netral,0.55
UgxQ8dhay_Zo78V4uzF4AaABAg,Negatif,0.75,Trio RRT  mengaku peneliti ini apakah sdh di akui negara,Negatif,Netral,0.5
UgxRQbEJ4jKCH15Cub94AaABAg,Negatif,0.75,Bp tiri masarakat  tidaa masrakat pro jokowi meembangun dulu jalan saya becek  jowi bangun  sabar pa jokowi masrakat brsamamu,Negatif,Netral,0.55
UgxRsdSo_HFwE0yF1O14AaABAg,Negatif,0.75,pikir secara jernih sebelum mencalonkan walikota gubernur presiden semua itu kan sudah legal sah dan melalui jalur yg benar,Negatif,Negatif,0.55
UgxSP6uATFUZdE6LGSt4AaABAg,Negatif,0.75,"Tetap di sngkal,pihak ugm sdh mnjelaskan gk d prcaya.aplgi phk polda...barisan org stresss",Negatif,Negatif,0.55
UgxSxQDvdv74qMTFrXB4AaABAg,Negatif,0.75,Kenapa negara kita ini membebaskan orang begini menjelek2 bahkan menghina mantan presiden bahkan wakil presiden pun tdk dia hormati selaku wakil presiden. Jika negara terus diam membiarkan orang begini saya jamin negara lain pun tdk akan segan dgn negara kita.,Negatif,Netral,0.5
UgxT05AUkSvepi-hYKh4AaABAg,Negatif,0.75,Lanjut terus tak ada perdamaian kami pendukung setia pak Jokowi,Negatif,Netral,0.55
UgxTC-Q7iP0MH5776tZ4AaABAg,Negatif,0.75,Jgn biarkan lolos Roy dan kawan kawan penjarakan ga usah di proses,Negatif,Netral,0.5
UgxTYX78sNVdkWgCPTx4AaABAg,Negatif,0.75,"Logikanya klo ijazahnya benar palsu kan mereka gk kena pasal2 itu, knp harus lari ke MK, bersrti mereka gk yakin ijazahnya palsu, pdhl sdh bilng 11 ribu trilyun persen palsu, 1000 persen palsu, jd diapa yg bodih di sini",Negatif,Negatif,0.65
UgxTdtDDia_pWabzcWd4AaABAg,Negatif,0.75,Ikazah hanya untuk vari kerja pasti roy suryo ada bayaran fan siruh menyerang jokowi,Negatif,Netral,0.5
UgxU3heY-ObK67b5MDZ4AaABAg,Negatif,0.75,*AYO PARA TERMUL LANJUTKAN MEMBELA KEBOHONGAN / KEPALSUAN SELAMA 10 TAHUN*,Negatif,Positif,0.65
UgxVE27n4MTpVV_UKsN4AaABAg,Negatif,0.75,"Yang bikin kaco bikin kisruh para termul minim pengetahuan tapi komen aje, adu domba anak bangsa terus",Negatif,Netral,0.5
UgxVfZDg6Z-jcyjDSGJ4AaABAg,Negatif,0.75,Giliran mau di pnjara minta  di brhntikan ..loe yg buat fitnah  yg bikin rusuh ..loe kira negara  hukum loe punya di atur2 ..,Negatif,Netral,0.5
UgxWaL0jcE0OpHI6Ph94AaABAg,Negatif,0.75,Kemapa dan siapa tuduh palsu 99.999 persen buktikan meliaran persen   buktikan,Negatif,Negatif,0.6
UgxXDx8j_acPbxoppRh4AaABAg,Negatif,0.75,Kan yg di persoalkan ijazahnya terus ijasah sdh asli bagaimana ini mau cari yg lain lagi,Negatif,Negatif,0.65
UgxY0PJv8Axsbcsd3CR4AaABAg,Negatif,0.75,Semoga Roy cs secepatnya masuk buiiiiiii,Negatif,Netral,0.5
UgxaX2hzlulHwQC_Tbl4AaABAg,Negatif,0.75,Rakyat Indonesia me nunggu roy cs Menangis😂😂,Negatif,Netral,0.5
UgxahXwXvn8RXZi9RI54AaABAg,Negatif,0.75,Apapun yg diminta dituruti tapi mereka tetap mbulut & tdk percaya,Negatif,Negatif,0.55
UgxbKQsxaywnFRAL0it4AaABAg,Negatif,0.75,"Kalo berkacamata sudut pandang politik ini adalah permainan strategi

Kenapa lama?


Sasaran isu ijazah palsu adalah menurunkan pamor jokowi di pilpres berikutnya

Dan serangan baliknya semakin lama di ungkap akan semakin banyak yang menjadi tersangka

Niat hati membuat jebakan ternyata justru malah kena jebakan sendiri",Negatif,Negatif,0.5
UgxbR8yuFBvlD_gOXbZ4AaABAg,Negatif,0.75,"Semakin kedepan isu dugaan ijazah palsu SEPERTI PASAR IKAN  SEMUA  HNYA MENCRI KE UNTUNGAN.... Pak Jokowi mau di desak desak ingin di takut takuti dg karangan buku palsu hahahahah 

Ternyata ini isu BLAKRAAN",Negatif,Negatif,0.6
UgxcplFmOk2-JEs3GGZ4AaABAg,Negatif,0.75,"Lha yang bener yang mana kok tiba tiba Roy Suryo cs akan dipenjara memang sudah jelas Jokowi ijazahnya asli,ok ijazah boleh asli tapi tolong rakyat minta pada penegak hukum dalam hal ini kpk untuk menelusuri kasus masalah korupsi ya selama menjabat 10 tahun yang lalu karena banyak info banyak penyimpangan  dan pelanggaran yang merugikan negara dan rakyat Indonesia rakyat menuntut",Negatif,Negatif,0.65
UgxdTXZsbllMH6U5s3R4AaABAg,Negatif,0.75,"yg menghendaki kasus dihentikan sebenarnya kubu Jokowi apa kubu roy,s.kalo kubu roy s yg menghendaki dihentikan berarti jelas roy,s dalam posisi yg salah.ayo lanjut dipersidangan.",Negatif,Negatif,0.55
UgxdUJ8DUxqMwNB1eLt4AaABAg,Negatif,0.75,Rusak zam negara kalau ngikuti kemauanmu.. Manusia kok tdk percaya sama instansi negara.,Negatif,Negatif,0.55
Ugxf87GFAlm05fLZmPR4AaABAg,Negatif,0.75,"Pak jokowi tidak bisa menunujukan ijazahnya kpd publik, karena yg menganggap ijazah pak jokowi itu palsu itu oknum, bukan publik yg menganggap ijazah pak jokowi itu palsu.",Negatif,Negatif,0.7
Ugxfk5BmWa5H1JRqRAJ4AaABAg,Negatif,0.75,Intinya pengajuannya ditolak..tidak usah bertele tele langsung masukkan ke 3 orang ini ke hotel prodeo,Negatif,Netral,0.55
UgxgfeflxRFscEFegih4AaABAg,Negatif,0.75,Roy Suryo kan juga lulusan UGM  kenapa kok pihak UGM GK ada tindakan ke  alumninya yg sudahencarkan nama baik Sorang mantan presiden dan sudah bikin onar rakyat Indonesia .,Negatif,Negatif,0.65
Ugxghx5KnDz_cdI2x7p4AaABAg,Negatif,0.75,"Kenapa kasus ijasah palsu di hentikan , klo sampe kasus ijasah palsu di hentikan hukum di ndonesia lemah bagi politik elit, klo bagi masyarakat kecil hukum nya di tegak kan , supaya tau mana yg di jolimi atau yg bohong , di mata rakyat indonesia baru tau ada mantan presiden di olok oloki sampai di tempat kuburan di sebut"" ,sy sebagai rakyat kecil merasa  mantan presiden di hina dan di olok oloki , presiden kita presiden indonesia sudah banyak pengabdian nya dan tidak korupsi , masa di hina begitu saja, apa hukum untuk orang orang elit kebal !?",Negatif,Negatif,0.55
UgxgrXLXCGBNO3O2YCp4AaABAg,Negatif,0.75,Hentikan kasus ini setelah ijazah ditunjukkan serta di uji..kebohongan publik hrs diselesaikan krn sdh memakan korban dngn memenjarakan org..😒😒,Negatif,Netral,0.5
UgxiikPr4h7OxjeQoB54AaABAg,Negatif,0.75,Kasus ini sangat meresakn. Dulu deaak tunjukan sekrng di tunjukan malah di persoalkan lagi,Negatif,Negatif,0.6
UgxiyP31Z1Qrzi4lcrN4AaABAg,Negatif,0.75,P.jokowi politikus tingkat dewa?Krn dngn mnunjukan ijasah di pengadilan maka kdpanya biar masing2 pejabat negara sprt anggota dewan bnr2pny ijasah ga cm modal ijasah omon2aja.manta p.jokowi👍.,Negatif,Negatif,0.6
UgxjhhdXxBJvEfVNTMR4AaABAg,Negatif,0.75,"Ditunjukan ijasahnya pun,mereka tidak akan percaya,karna  tujuan mereka adalah di 2029, gaduh bodoh, yg TDK ada manfaatnya untuk masyarakat luas,,",Negatif,Negatif,0.6
