comment_id,llm_label,confidence
UgxPFStjIL7MloJ4PKN4AaABAg,Positif,0.9
UgwCX4820V4aCU_s-9d4AaABAg,Negatif,0.8
UgwHbhCbpKvXNYpYipR4AaABAg,Positif,0.9
Ugz-81f4B7UlPvXvRKR4AaABAg,Negatif,0.8
UgybiQaOEZ-TYB9UoV14AaABAg,Positif,0.85
UgxoDW5g9ZVoqdCPsqN4AaABAg,Negatif,0.8
UgxtGb_r36BisyGSh2R4AaABAg,Negatif,0.8
UgwxF9ltpUsEUlSHu3F4AaABAg,Negatif,0.85
UgydXPrd1E08aNlRV7B4AaABAg,Positif,0.9
UgyZoaMtfv-Ia6EE9iJ4AaABAg,Positif,0.85
UgwL8YQD-i4VJyL_UGt4AaABAg,Positif,0.85
UgxPHKoT06XcZg89GJl4AaABAg,Positif,0.85
Ugy_5jXO9fwaDiz2m214AaABAg,Positif,0.85
UgziaTImTPTTHPVCagl4AaABAg,Positif,0.9
Ugybpn37GC3L0p_Fqdx4AaABAg,Negatif,0.85
Ugxu2HF1GcTsdUtTEdl4AaABAg,Negatif,0.85
UgwXs1suTP6PdnaIFcx4AaABAg,Negatif,0.85
UgwzjFgikTjvafu87ul4AaABAg,Positif,0.85
UgxWqUi2gnWq5r0to314AaABAg,Negatif,0.85
UgwaWjPrv4_GXVwTiCh4AaABAg,Positif,0.95
UgzmRL3XZlujI4wL0qB4AaABAg,Positif,0.95
UgyKWx0Gj6BrbIg6VWB4AaABAg,Negatif,0.85
Ugxx5URrTSMn6BTVanh4AaABAg,Positif,0.85
UgyEW1Dn8OBC21oE_NR4AaABAg,Positif,0.85
Ugy5DJde4u6_2kHtV7t4AaABAg,Negatif,0.8
Ugy74qUY6hX5RwoSgkt4AaABAg,Positif,0.9
UgyVAqG-x1lC3hejoSN4AaABAg,Negatif,0.8
Ugy8xXHMaa_yEsAjtHZ4AaABAg,Positif,0.9
UgwvgojDOtEriJ-slNJ4AaABAg,Positif,0.85
UgwJZbqJBv53kye76Zp4AaABAg,Negatif,0.8
UgwqwOM0yLVL1eGPIEV4AaABAg,Positif,0.9
Ugyi8DSjPKK5jjHhCRN4AaABAg,Positif,0.85
UgwtuesOM8_826EROpZ4AaABAg,Positif,0.85
Ugw6vtZZRk3K9Gv-qmx4AaABAg,Negatif,0.8
Ugyt4suPtxtu2xZ9SAx4AaABAg,Positif,0.85
UgwLptLMr1jgJCzJidd4AaABAg,Negatif,0.8
UgyRcr7nBRPHjXtsx0x4AaABAg,Negatif,0.85
Ugyr_lKR7hvdXo4Spcl4AaABAg,Negatif,0.8
UgzJQ9HymLxaXcuzrxJ4AaABAg,Positif,0.88
Ugy0k98KBut3cImEkuN4AaABAg,Negatif,0.8
Ugy3bvDqDY57gYvQRTF4AaABAg,Positif,0.95
Ugw3zJLaI9bNyTwH5-d4AaABAg,Positif,0.85
UgzcC3fDHeT68vjqDXB4AaABAg,Negatif,0.85
UgwvrmtvWaZucAbA6eJ4AaABAg,Negatif,0.8
UgwgWoibXxTFu8Vr0RB4AaABAg,Positif,0.85
UgxpybtQJKpQgTjxcQV4AaABAg,Positif,0.9
UgzbfA8oU6wwS1irjM14AaABAg,Negatif,0.85
UgwzrxeGA5sdzRh73214AaABAg,Negatif,0.85
UgwNrHGsF2BvXh4Dfcx4AaABAg,Negatif,0.8
Ugy5rktHjvqWKbv-1oF4AaABAg,Negatif,0.8
Ugww8_RFkVz3m6dYUIJ4AaABAg,Negatif,0.8
UgxT5B3tNbm-Y-kuV1B4AaABAg,Positif,0.85
UgynKFWUhAyKfk7IQa54AaABAg,Positif,0.85
Ugxa7fsa7OssjQyd3B94AaABAg,Positif,0.85
Ugztlafy-GqgrWBg2kp4AaABAg,Negatif,0.85
UgwmbzmtZBh2ueWEUGF4AaABAg,Negatif,0.85
UgxE3fVt2RJ3hGDrE5l4AaABAg,Positif,0.85
Ugx7wIje2cArifYdGUV4AaABAg,Positif,0.85
Ugxo9YrQ-PsKd3yc9gx4AaABAg,Positif,0.85
Ugx3YHknQLts8ioYfhN4AaABAg,Negatif,0.8
UgwMis34is2ZPXBVINF4AaABAg,Positif,0.85
Ugzewnj325tbjhylJpV4AaABAg,Negatif,0.85
UgxSokpQAGUY8Hu23tR4AaABAg,Positif,0.9
UgwP5s8crfYWSBm5ZMF4AaABAg,Positif,0.85
UgwTbinEVVesSz0aIVF4AaABAg,Positif,0.88
UgwQhSPH1M1E5GDY1ZB4AaABAg,Negatif,0.8
UgxnPSifP50Q-EMkkE14AaABAg,Negatif,0.8
Ugyw2lluwQZgBvflqj54AaABAg,Negatif,0.8
Ugyu1ouE0uxY0KsSa6F4AaABAg,Negatif,0.85
UgyvcgTHy9zbIO52urN4AaABAg,Positif,0.85
UgwlonfX7lh3Ok0FelF4AaABAg,Positif,0.85
UgwZ7mTPaFyuFLwz6QB4AaABAg,Positif,0.9
UgyzXHx5CEj5kjoX86Z4AaABAg,Negatif,0.85
Ugy6U5-mQPAudJQjeYF4AaABAg,Positif,0.85
UgywVozkQ-u8ITdzy_h4AaABAg,Positif,0.9
Ugx44oGZxC48QN89_NZ4AaABAg,Negatif,0.85
Ugw1Cw5RVBmu8znKvlB4AaABAg,Positif,0.85
UgwMaj64-sGkXrDVbIB4AaABAg,Positif,0.85
Ugyg7jOhlkW8aKEX4_J4AaABAg,Positif,0.85
UgwNihVlSNCiJubLRXd4AaABAg,Negatif,0.8
UgwFHiai3T00bs-Ye2N4AaABAg,Positif,0.85
UgzZnXNvse4bjA_iI8V4AaABAg,Negatif,0.85
UgxQtOXP233aGSHhca14AaABAg,Negatif,0.8
Ugxhr7kIuxhReT8YZtd4AaABAg,Negatif,0.8
Ugystvocrqb9Y0Gx8594AaABAg,Negatif,0.85
Ugxdg8HwYEOV0zJLUTp4AaABAg,Negatif,0.8
UgxhU20oI8sm7b9hP_N4AaABAg,Positif,0.85
UgzvExnylO6lMfmBPD54AaABAg,Positif,0.9
UgyplL9YISqn73ZHQkR4AaABAg,Negatif,0.8
UgyYokSNzKZxIe44Jpp4AaABAg,Positif,0.85
UgyUtHzJUkA5qBkg59d4AaABAg,Positif,0.85
UgxlFCaJr61KKHSyDKd4AaABAg,Negatif,0.85
Ugxz9rlru1l08KjuWiJ4AaABAg,Positif,0.85
Ugylrke1c5cQhBvuwol4AaABAg,Positif,0.85
UgxsQaJBHB4XgYwIIxB4AaABAg,Positif,0.85
UgxLe-8pETg6khrGJBZ4AaABAg,Negatif,0.85
Ugwdf0p6OfGNtbhu7FJ4AaABAg,Negatif,0.8
UgxBPEnnOJ2pre_uWyl4AaABAg,Positif,0.85
UgztNuCVTbo1XXqAmAh4AaABAg,Negatif,0.85
Ugw8yVqEP3jmxQJTjgp4AaABAg,Positif,0.85
UgwTlcaa_SYL3tcRAmZ4AaABAg,Negatif,0.85
Ugx1en4UxWsmJyIJ8yR4AaABAg,Negatif,0.85
UgwbJacTzmsASd3P_-l4AaABAg,Positif,0.85
UgzKALpnnyzwoosoDyV4AaABAg,Negatif,0.85
Ugxz1QokEPzC-w0xzR94AaABAg,Positif,0.9
Ugx_Rb2xjACuahQpcNR4AaABAg,Negatif,0.8
UgxxF8k-gtPvb-lUbPh4AaABAg,Positif,0.85
Ugy6ThyyR2TdCQxPe_V4AaABAg,Positif,0.85
UgzVj6xEUlD3NNSHckR4AaABAg,Positif,0.9
UgzlUUpK42PxPjCzkuJ4AaABAg,Positif,0.9
Ugxe9n4dKyZEPCWsNH94AaABAg,Positif,0.85
UgwejTDKq816ajqXJh94AaABAg,Negatif,0.8
UgxL08GuyJRrJmh_giN4AaABAg,Positif,0.9
UgxJFzM6vv6zYjO-UOF4AaABAg,Negatif,0.85
UgxnGgT8a29Ph2FCyft4AaABAg,Negatif,0.8
Ugy3DnN2eY4rhKprZtF4AaABAg,Negatif,0.85
UgwlZ56vJJIuKfqE2Zx4AaABAg,Positif,0.9
UgyrxTJWEFMGYIYiTlx4AaABAg,Negatif,0.8
UgwluNBb2p3WeZBWgTN4AaABAg,Positif,0.85
UgwQjwE026_2c5liSkt4AaABAg,Negatif,0.85
UgxVLm7CDCZCr-yqzTJ4AaABAg,Positif,0.85
UgwLhPCnqNTwWWVU66t4AaABAg,Negatif,0.8
UgyqDYuOQNW309V4tAx4AaABAg,Positif,0.9
UgxJE6SFx8wpC_UvWY94AaABAg,Negatif,0.8
UgxpBt8zucUtntd6Nkx4AaABAg,Positif,0.85
UgxV_Dw0p1dTDMnFXax4AaABAg,Negatif,0.8
UgxhINpzmzp4xPmJe3J4AaABAg,Negatif,0.85
UgxnxRw84WB39yULRj14AaABAg,Negatif,0.8
UgxX3FfFqSmQfw5MaaZ4AaABAg,Negatif,0.85
UgysrpgYKS9tblFOOoh4AaABAg,Positif,0.85
UgxDhmM-EKu9kyIB9XN4AaABAg,Negatif,0.8
Ugx3x7xYBZQ6OCAGvLZ4AaABAg,Positif,0.85
Ugze6fgy_PAjMAb7X8J4AaABAg,Negatif,0.85
Ugyf6jbpsZLtmZd4HOF4AaABAg,Negatif,0.85
UgybyfIaLPxtD0BZ5UB4AaABAg,Positif,0.85
UgxFTUE_EKBnytOhUoh4AaABAg,Negatif,0.8
UgyoDObnjPLLIyZGrMx4AaABAg,Positif,0.85
UgwWUgW5cMUdKzD6P_R4AaABAg,Positif,0.85
UgyhgJgjKC7xVa14_3B4AaABAg,Negatif,0.85
UgxV1Fn9SiOV8KvMzlt4AaABAg,Positif,0.85
Ugx-cWaeQDKDcThHf4h4AaABAg,Positif,0.85
UgwLay4h8Bd3bpN8hAB4AaABAg,Negatif,0.9
Ugy-U1fuGgQVMJ1QPOl4AaABAg,Positif,0.85
UgxVeDfx7kVL7tu5eap4AaABAg,Positif,0.85
UgwUZotyPiQ2q5Qtun14AaABAg,Negatif,0.8
UgyMvShirA_xhxQV4pp4AaABAg,Positif,0.9
UgymehLZnaTff1Pzm4l4AaABAg,Negatif,0.8
Ugzf-FbuKC65KYvrx0R4AaABAg,Negatif,0.85
UgyLwKI7HSfLW5K7JEB4AaABAg,Negatif,0.8
UgypNc1xdxivslu_MYF4AaABAg,Positif,0.85
UgwYq1_bygOd-9I0t-x4AaABAg,Positif,0.85
Ugw22jbWUMlacZohFm54AaABAg,Positif,0.85
UgwfQbAQTxegL1Ue7yJ4AaABAg,Positif,0.85
UgzTBX6QiAOIJaMUUuV4AaABAg,Negatif,0.85
UgxdUcdtEbROl7rb7R54AaABAg,Positif,0.9
UgzIoKYg9dBYP3Fj8Ih4AaABAg,Negatif,0.88
UgymNhDJiuHF6kiJ2bd4AaABAg,Positif,0.9
Ugz5yQakctfbB4IYCu94AaABAg,Positif,0.95
Ugzy0BisoBaxwcm7Kip4AaABAg,Negatif,0.85
UgzeeABD5Uk_IqS-nSx4AaABAg,Negatif,0.85
UgxZKDZpN1w4giTg3kp4AaABAg,Negatif,0.85
Ugw0EclrpWMCjShOZ-N4AaABAg,Negatif,0.85
Ugw2_r6HU9f3xirfVwZ4AaABAg,Negatif,0.85
UgyO9Z7frICQNopUm5J4AaABAg,Negatif,0.8
UgyOkl8pqhbx22bsX4h4AaABAg,Positif,0.9
UgxSZ0k_Su8htpgNGnV4AaABAg,Negatif,0.85
Ugx4azUv3zwctwKm6fN4AaABAg,Positif,0.9
Ugy9KyhsU1Tfx7p_cgp4AaABAg,Positif,0.85
UgwrwAdLe6bYG27imTV4AaABAg,Positif,0.85
UgwJ2f_RmRm-vNW1DU94AaABAg,Positif,0.85
UgxmfZti4j-GiltSV9B4AaABAg,Negatif,0.85
UgwosUYkQf7ceSz-ltV4AaABAg,Positif,0.85
UgyOwcbruZSmgvTe-BJ4AaABAg,Negatif,0.85
Ugzl0IueHXbLgx-qmp94AaABAg,Negatif,0.85
Ugw5ZTDyhWyxkjFq4854AaABAg,Negatif,0.8
UgwT5PJV9wtdHeru9hh4AaABAg,Negatif,0.8
Ugws87QWdULNWNWscVp4AaABAg,Positif,0.85
UgwzPhW0YQk2stj8Ykh4AaABAg,Negatif,0.88
UgxuyN8ItpnTItN93JR4AaABAg,Negatif,0.85
UgzyJJB-1q6mOStgbFx4AaABAg,Positif,0.9
