comment_id,label,annotator,confidence,notes
UgxnvNjRnSfxQVlzk1J4AaABAg,Positif,claude-llm,0.55,"tak berharap keadilan, mafia hukum"
UgzUNu9fgRxOFwygcZB4AaABAg,Netral,claude-llm,0.6,"selesaikan di hukum, prosedural"
UgymdwzozzeRqXYADQF4AaABAg,Positif,claude-llm,0.6,dukung pengacara bela kebenaran
UgzuHc7kk9fZ2qyRhG94AaABAg,Positif,claude-llm,0.55,sebut Adiprayitno komplotan termul
Ugy_7HWLL0SBQc2VXMJ4AaABAg,Positif,claude-llm,0.7,adili termul penutup persidangan
Ugz6eVXryMXd3dSgVTV4AaABAg,Negatif,claude-llm,0.6,sindir tersangka jadi narasumber
UgxE-vwQyVPqrlKXMgJ4AaABAg,Netral,claude-llm,0.4,harapan Indonesia maju OOT
Ugx8PeKanIvQfPHmdYx4AaABAg,Netral,claude-llm,0.5,"komentar lama kasus, ambigu"
UgwgLqfZIns3Q9-y3tB4AaABAg,Netral,claude-llm,0.85,"soal kopi, OOT"
UgzaDemlznzsCDDs-4p4AaABAg,Netral,claude-llm,0.6,OOT candaan kopi
UgyOk3q5VxmAQPllR794AaABAg,Netral,claude-llm,0.5,"puji pakar, tak jelas"
UgysR3oEiBUnpWtV4m14AaABAg,Positif,claude-llm,0.55,hukum lemah pada berpengaruh
Ugy8lWXk_HfQDUpZ8CN4AaABAg,Positif,claude-llm,0.55,ejek termul kalah komentar
Ugy68-C2nZk0sRxH6iJ4AaABAg,Negatif,claude-llm,0.6,puji hotman kebenaran
UgwRt7Qdr1mtsk7UV894AaABAg,Netral,claude-llm,0.5,"candaan robot, OOT"
UgyTNOQwHLzs8VSbwSp4AaABAg,Netral,claude-llm,0.6,"info asal usul kasus, faktual"
UgxaXffaZ6eTY2o5FMt4AaABAg,Positif,claude-llm,0.5,"maju terus, dukung penuduh"
Ugy4bhBUu5LvJwB0zpJ4AaABAg,Netral,claude-llm,0.4,pernyataan kabur soal narasi
UgwzJkP7Ipr6ngvQqQJ4AaABAg,Negatif,claude-llm,0.55,puji Adi Prayitno pembela
UgwMVZE-mlAzW99jzvd4AaABAg,Netral,claude-llm,0.55,"harus ada menang kalah, kabur"
UgwurwseMQt84cM9aot4AaABAg,Negatif,claude-llm,0.5,setuju Adi pembela
UgxXn3wmfv7CrfyqmOh4AaABAg,Positif,claude-llm,0.65,"rakyat ingin tahu asli palsu, dorong"
UgyJFvhRVULwvc5WqRt4AaABAg,Positif,claude-llm,0.8,"tunjukkan ijazah asli, selesai"
Ugwo3sWN9lS-gOL-tih4AaABAg,Netral,claude-llm,0.45,setuju narasumber tanpa konteks
UgzBam7l3d8fD4i0Nul4AaABAg,Netral,claude-llm,0.55,komentar politik tak jelas sikap
UgzqOf74eSNQQNN2rcB4AaABAg,Positif,claude-llm,0.6,"kasus soal kejujuran, kuatkan tuduhan"
UgwobDq07mIRu-94o5d4AaABAg,Netral,claude-llm,0.6,"ajak undang Rocky, OOT"
UgyR-jKVNs6LhHabtEZ4AaABAg,Positif,claude-llm,0.85,dukung penuh Roy Suryo cs
Ugztu1rhoeAmzjrunS14AaABAg,Netral,claude-llm,0.6,pernyataan religius umum
UgwX9vY-ARTpqAIZ7ZV4AaABAg,Positif,claude-llm,0.6,"setuju masukan, dukung narasi"
UgzMppWJPCz9OIv9Ws94AaABAg,Netral,claude-llm,0.45,tak jelas maksud
Ugyety6zWTnQiMuMJN94AaABAg,Positif,claude-llm,0.7,sindir logika palsu nyata
UgwAVCScbvetwzUhjFJ4AaABAg,Positif,claude-llm,0.65,makin terang siapa dibalik kasus
UgyQpNAniR69gI247bZ4AaABAg,Netral,claude-llm,0.45,"fakta diinginkan, tak jelas"
UgxHz0zXt1LkiuGES7J4AaABAg,Positif,claude-llm,0.55,"puji Prof, dukung pihak penuduh"
UgzwcVvrhLg-o82Kl8B4AaABAg,Negatif,claude-llm,0.7,bravo polri tangani penuduh
UgykG4P6tjbqzGVmIdt4AaABAg,Negatif,claude-llm,0.65,adili penuduh Aswan hukum berat
UgzZ4nGX4M2elgGoo0h4AaABAg,Netral,claude-llm,0.5,"candaan orang baik, ambigu"
UgzlERzSOpyGKC0uIzh4AaABAg,Positif,claude-llm,0.65,pejabat harus ada ijazah asli
UgzeE9BM9d_O52XypGl4AaABAg,Netral,claude-llm,0.5,"puji bung Adi cocok, ambigu"
UgzEJPHHX3xHbj4ym4p4AaABAg,Negatif,claude-llm,0.6,sebut penuduh teroris menyakiti rakyat
UgyhzLb33tJSOYRSRrR4AaABAg,Positif,claude-llm,0.55,setuju Asmi masuk akal
UgxHsiMMgPTbVJHD7xV4AaABAg,Positif,claude-llm,0.6,"siap-siap Roy, dorong tuduhan"
UgxxBKHDcC7ak8oQ0yF4AaABAg,Negatif,claude-llm,0.65,sebut penolak hukum orang bodoh
UgwUef7r4iIy4dwdwOh4AaABAg,Netral,claude-llm,0.5,"sebut termul, ambigu"
UgzQrQ_hF_gpa9M_oKZ4AaABAg,Negatif,claude-llm,0.62,doa Roy panci cepat dibui
UgzF1oPPicNprjE1OHJ4AaABAg,Netral,claude-llm,0.45,komentar penegak hukum hati-hati
Ugx-1qoJTSdkNS4sb_p4AaABAg,Positif,claude-llm,0.7,jangan damai jika ijazah palsu
UgxKYBxkKBgJpD5k6kd4AaABAg,Netral,claude-llm,0.6,"sindir kedua kubu, netral"
Ugw3qDbSqm2cc-Roo2N4AaABAg,Negatif,claude-llm,0.7,setuju penggugat dibawa ke hukum
Ugy1rDEVC-jScu3TOd14AaABAg,Netral,claude-llm,0.6,"pujian umum, tak jelas pihak"
Ugy_0V-xOlruVqhiN4h4AaABAg,Positif,claude-llm,0.6,"UGM terkait, dukung tuduhan"
UgwPdaG63qUadpJb7lR4AaABAg,Netral,claude-llm,0.5,"pengadilan pilihan, ambigu"
UgxgX3M5MZbj6DbHL1B4AaABAg,Netral,claude-llm,0.6,minta dibuktikan siapa bohong
Ugz1wZE9IrHudwLYr314AaABAg,Negatif,claude-llm,0.6,kritik pengacara roy bermasalah hukum
Ugx3BpfDR78cKobuECh4AaABAg,Negatif,claude-llm,0.5,"doa untuk Jokowi, simpati"
UgwRVwh9TwUlwAQScFx4AaABAg,Netral,claude-llm,0.6,"khawatir hasil pengadilan, tak jelas"
UgzrGO6WwCUh4_txmPx4AaABAg,Netral,claude-llm,0.6,"ejek kesombongan Hotman, OOT"
UgzPF_vV3qlCcfGe21F4AaABAg,Positif,claude-llm,0.6,penasaran ingin lihat ijazah
Ugye_Wcv5TXZfNlbkXh4AaABAg,Negatif,claude-llm,0.65,doa sehat keluarga Jokowi
Ugz7IpRHSz0Zp-c72l94AaABAg,Netral,claude-llm,0.5,"candaan tak sekolah, OOT"
UgwFmthTOErL6c_sdR54AaABAg,Positif,claude-llm,0.55,sebut aspal didramatisasi
UgydxTPKhJrXvJ9EhKp4AaABAg,Netral,claude-llm,0.55,hanya yang waras objektif
UgwDuxxJkll2g6bDwqx4AaABAg,Positif,claude-llm,0.8,"kejujuran di kubu Roy, RRT pahlawan"
UgxmEP-l73u-O_eZHG14AaABAg,Positif,claude-llm,0.6,minta buktikan ijazah asli sidang
UgwBgC8hoYhBF5IJtfV4AaABAg,Negatif,claude-llm,0.55,"masyarakat muak, kemungkinan penuduh"
Ugx3lUJ8SbWge-Cw90J4AaABAg,Netral,claude-llm,0.7,"bandingkan kualitas acara, OOT"
UgxjXweCtoTCiLCWT4V4AaABAg,Negatif,claude-llm,0.6,ejek Andi Asrun belibet
UgwwP8r-FHIh2OvR3Mx4AaABAg,Positif,claude-llm,0.45,kritik tak ada transparansi hukum
UgynQm4Pil8-K3H95ld4AaABAg,Positif,claude-llm,0.6,minta ijazah diuji kedua pihak
Ugy3iwtbKFAdbA2cZ5Z4AaABAg,Positif,claude-llm,0.5,penguasa menang karena kekuatan
UgwcMpgDEdsuQnY2ueJ4AaABAg,Negatif,claude-llm,0.65,penjarakan pengganggu pribadi
Ugwxvlfa6VGlqO1UeGB4AaABAg,Negatif,claude-llm,0.6,sebut narasi Suryo kebencian
UgwPMcUzBQ01syikpC14AaABAg,Positif,claude-llm,0.65,kasus tak adil penegak hukum bela sepihak
UgzjiKdMQ7Nt1JmbkNF4AaABAg,Netral,claude-llm,0.45,ejek Deny Indrayana tak jelas
UgzOvBpIDyCdRKuRk9J4AaABAg,Positif,claude-llm,0.6,tersangka harus akses cek bukti
UgxHHai7U_VQIjlx6Ll4AaABAg,Netral,claude-llm,0.5,"jujur pembangunan nampak, ambigu"
UgywQnkqPrR_YWFbkup4AaABAg,Netral,claude-llm,0.5,"susah lawan penguasa, kabur"
UgygHbuFrv-HjjmCD_t4AaABAg,Positif,claude-llm,0.55,"Denny layak tersangka, serang penuduh sisi lawan"
UgwOSzToEyP2fNVUIxx4AaABAg,Positif,claude-llm,0.8,doa lindungi Roy pembela kebenaran
UgygdQW1AcxXEL20-Bt4AaABAg,Positif,claude-llm,0.5,"soal hakim hadirkan paksa, dorong"
UgyPjHq7WPiF9NVVFNN4AaABAg,Netral,claude-llm,0.6,renungan pendidikan pejabat umum
UgwEnnjU5w2AFDlLzX54AaABAg,Negatif,claude-llm,0.7,minta Roy dkk dipenjara
UgzXlMjTLPSiT4fqb9l4AaABAg,Negatif,claude-llm,0.5,sindir termul tak terus terang
Ugx-GVacQEcnL46erSx4AaABAg,Negatif,claude-llm,0.6,"percaya pengadilan, dukung adu di pengadilan"
Ugzpv2mqb82qiGwoTI14AaABAg,Netral,claude-llm,0.55,"salahkan polisi, tak jelas sikap"
Ugztexkptu-eJuYBUrB4AaABAg,Positif,claude-llm,0.6,berbohong ditutupi kebohongan
Ugx5M1IPKrs-pjOF0Cl4AaABAg,Positif,claude-llm,0.7,tanya kenapa guru besar UGM tak bela
UgwOQHH53UiGfrzFsNh4AaABAg,Netral,claude-llm,0.45,kritik politik kabinet OOT
Ugw4r4ybit31GPqZSRd4AaABAg,Positif,claude-llm,0.5,sindir Jokowi bukan manusia
UgzbOu5yDG-gdBRrR5F4AaABAg,Positif,claude-llm,0.65,tuntut perlihatkan keaslian ijazah
Ugw0wtfSLad_8TFizVN4AaABAg,Negatif,claude-llm,0.6,sebut denny mafia tersangka
Ugzm_DxwPpKu0ozHlYF4AaABAg,Positif,claude-llm,0.55,"puji Azmi, dukung pihak penuduh"
Ugydgaqm2GgE1uoit8d4AaABAg,Netral,claude-llm,0.5,"soal kontrak tanah, OOT"
UgwZz_RJwhxxQ-afVLx4AaABAg,Netral,claude-llm,0.7,tergantung hakim
UgwsT8zKnEBnnMVU1pl4AaABAg,Positif,claude-llm,0.6,desak polisi tangkap penggugat
UgxEc5VrtJQB5hhpnSZ4AaABAg,Negatif,claude-llm,0.6,ejek Denny cengeng teriak kriminalisasi
UgyFc5vuWVOjIriqcNV4AaABAg,Negatif,claude-llm,0.6,bantah kriminalisasi Denny ngawur
UgzdEzNh4ZmfT4vRZE14AaABAg,Negatif,claude-llm,0.85,tuntut balik Roy Suryo penuduh
Ugzgws04o0KeyqzhYlF4AaABAg,Netral,claude-llm,0.5,"selesaikan komprehensif, tak condong"
UgyMZsBED93R7RAY8vR4AaABAg,Positif,claude-llm,0.7,dukung keadilan Suryo
UgxTeO9LJxOONlp_EVF4AaABAg,Positif,claude-llm,0.6,"tanya Kasmudjo, dorong pembuktian palsu"
UgxejOZuP_KDuEVTsFt4AaABAg,Netral,claude-llm,0.45,kritik hukum carut marut
UgxPC6HaBmmki0Hh8vh4AaABAg,Positif,claude-llm,0.8,tuntut tunjukkan ijazah
UgzgzKLK97lo6gg4nOh4AaABAg,Negatif,claude-llm,0.65,"polisi benar, Roy siap bui"
Ugz3nZ-dT01EI7agPg54AaABAg,Negatif,claude-llm,0.5,"sindir kekaisaran matahari, olok penuduh"
Ugwr4xp8kT2Qy8Fz5QF4AaABAg,Netral,claude-llm,0.65,"minta rejeki Hotman, OOT"
UgxZgAAVb39x7IurI394AaABAg,Netral,claude-llm,0.5,"banyak ahli bikin ruwet, ambigu"
UgyEOgaFWFGsC_G5Ilp4AaABAg,Positif,claude-llm,0.5,sindir politik bohir diborgol
UgweQ2BuSl36iOADKhR4AaABAg,Positif,claude-llm,0.75,kalau tak bermasalah sudah ditunjukkan
Ugyp6j9H9EIyPYDM8BV4AaABAg,Netral,claude-llm,0.5,"lain ditanya lain dijawab, ambigu"
UgzOMhrY7uLQYGkc9OJ4AaABAg,Netral,claude-llm,0.6,info banyak gugatan UGM
UgwgHUqaVslGo6Tu2QJ4AaABAg,Positif,claude-llm,0.7,Jokowi tahu masalah buat benteng polri
UgxSnCj-8xNHPHpArM94AaABAg,Positif,claude-llm,0.8,100 peneliti nyatakan palsu
Ugz0VjB3UCtmv8L7riZ4AaABAg,Netral,claude-llm,0.55,"metafora truk politis, tak jelas"
Ugwm6WvHRENCjmIRQ6t4AaABAg,Positif,claude-llm,0.6,kritik polisi kurang gercep
Ugx-lqO0_3lpZoNdKoF4AaABAg,Netral,claude-llm,0.45,soal kasus lain bukan ijazah
Ugxf6rl0Y11WF5Dzb-N4AaABAg,Positif,claude-llm,0.6,sindir pinjam ijazah
Ugz3nkBvJ4x9PsMysc94AaABAg,Positif,claude-llm,0.8,dukung ungkap sampai akar
Ugzop5Y-pMr2ZJfNQ8l4AaABAg,Netral,claude-llm,0.6,komentar OOT soal kopi
UgwAApYeVgdAKf74lz94AaABAg,Netral,claude-llm,0.55,"keluhan kasus berlarut, renungan"
UgyajHdeIvOlXDqyi954AaABAg,Netral,claude-llm,0.7,komentar OOT pensiun tanah
Ugy82xsGJF0K6nNZbDN4AaABAg,Positif,claude-llm,0.7,yakin tak terbukti karena ijazah palsu
Ugzrs4jAtqvSvfbLkap4AaABAg,Netral,claude-llm,0.6,"saran tes calon, prosedural"
UgxkhvZXKuiNFkckXpV4AaABAg,Positif,claude-llm,0.8,berani tunjukkan kalau asli
UgzOGnDcPBj3EiUE0Jd4AaABAg,Netral,claude-llm,0.5,sindiran goreng isu ambigu
UgzgRw3d7J2wQjGPGNh4AaABAg,Positif,claude-llm,0.7,tunjukkan ijazah diuji kedua pihak
UgwCJz27FSoyRTalJxp4AaABAg,Netral,claude-llm,0.6,"minta kopi, OOT"
UgzPNnIxn85XR37-Jjd4AaABAg,Netral,claude-llm,0.6,"sebut drama sinetron, tak condong"
UgxJARHke2J3ZXusZk14AaABAg,Netral,claude-llm,0.55,"soal RUU perampasan aset, OOT"
Ugx8xWiEBQ9IUW90Dh94AaABAg,Negatif,claude-llm,0.5,percaya aparat hukum kepolisian
UgxxywoJw00E-TUPDN94AaABAg,Positif,claude-llm,0.55,"polisi takut dipermalukan, sindir"
UgydLagIjW8fTzzYHzd4AaABAg,Positif,claude-llm,0.75,"sebut ijazah palsu, minta Hotman selesaikan"
Ugx4FfVYgEmGSYMP33V4AaABAg,Netral,claude-llm,0.5,"soal kebijakan negara, OOT"
UgxjfIWO5gaQ0rPRXNx4AaABAg,Positif,claude-llm,0.8,harus tunjukkan ijazah asli forensik
UgzVOb8RwGkgFf2aXBh4AaABAg,Netral,claude-llm,0.5,"drama penguasa bikin mual, ambigu"
Ugy0nPFOCs8B--5Fh0B4AaABAg,Netral,claude-llm,0.9,emoji saja
UgxjpMXGh9rQ_mQ8BPF4AaABAg,Negatif,claude-llm,0.85,"percaya ijazah asli, roy iri"
UgydHF6kqC2Y7sTsyZV4AaABAg,Netral,claude-llm,0.45,"muak kasus, tak condong"
UgyZCnJfxLxVXIApaiJ4AaABAg,Positif,claude-llm,0.75,sindir tak ada skripsi
UgwOzEX8dN7YP_hkkSh4AaABAg,Positif,claude-llm,0.6,makin ragu tak boleh dipegang
UgzZq2LmRuQVFFcw8vB4AaABAg,Negatif,claude-llm,0.8,penjarakan teroris penuduh
Ugy4IWb0FL7xNQheXOp4AaABAg,Netral,claude-llm,0.4,teks kacau tak jelas
UgzQZ4waayUwvO5od2R4AaABAg,Negatif,claude-llm,0.6,sindir kuasa hukum Roy tersangka
Ugx_92_bN477C-d7Xr94AaABAg,Positif,claude-llm,0.65,kenapa risih kalau bersih
UgzWMFhyTHWybyZSdNR4AaABAg,Positif,claude-llm,0.6,ejek Andi termul
UgyyINLD9kQHu377TQV4AaABAg,Positif,claude-llm,0.6,kritik pengamat tak ingin terbuka
UgyjIIcRnWuutrW0hbZ4AaABAg,Netral,claude-llm,0.45,sindir pengadilan dibayar
Ugy7_WKBjk1qW-9ffDd4AaABAg,Positif,claude-llm,0.55,"kejujuran kalah kebohongan, dorong"
Ugwgt60l5miA_FqV3hN4AaABAg,Netral,claude-llm,0.45,komentar jawa tak jelas
UgymA1-asXPZ7sI3hi54AaABAg,Netral,claude-llm,0.55,"keluhan hukum, sikap tak jelas"
Ugx12hvJjKJ0Wcvnvs94AaABAg,Positif,claude-llm,0.6,"bela kebenaran tuduhan, sebut kriminalisasi"
Ugys_d5-C6-H8E0SkMN4AaABAg,Netral,claude-llm,0.65,"candaan Jawa, OOT"
UgwWz4aB8iKesbzWzzh4AaABAg,Negatif,claude-llm,0.55,ejek Indrayana ngelantur
Ugy-WZD6GueTKgv-qpx4AaABAg,Netral,claude-llm,0.6,tanya proses hukum dipercaya
Ugxfl5hc8fB4UZGWBEd4AaABAg,Netral,claude-llm,0.6,"cuma hiburan, sinis netral"
Ugz3q-gwYIOfMYH-sGp4AaABAg,Netral,claude-llm,0.6,OOT soal tanah
Ugy1QnhQQ9o-_JKhVhd4AaABAg,Negatif,claude-llm,0.6,ijazah sudah ditunjukkan saat GPK
Ugz4Jb3gFBGhalhoGY94AaABAg,Positif,claude-llm,0.55,ejek mantan bukan presiden
UgwcAvBVoCLZb3rxYLx4AaABAg,Positif,claude-llm,0.6,ijazah wajib dibuka saat hukum
Ugwrg2I8jtoUk839C-J4AaABAg,Positif,claude-llm,0.55,sindir syarat ijazah wapres DPR
Ugw5sDU7BHqAU_GCHXh4AaABAg,Netral,claude-llm,0.6,tanya prosedur tunjuk ijazah
UgxnqqjF7PdWyVgMjst4AaABAg,Netral,claude-llm,0.8,"soal sumbangan Sumatra, OOT"
UgwHI0PjcErwjCECOpV4AaABAg,Positif,claude-llm,0.55,"hukum bisa dipesan, muak"
Ugxhf2GbktEmREXmiVx4AaABAg,Netral,claude-llm,0.7,"politik, satu kata"
UgzD4xZB7vdTPK6qtVt4AaABAg,Netral,claude-llm,0.7,"tak ngerti maksud, konten"
Ugy9K7c7-lFoJtzKtHt4AaABAg,Positif,claude-llm,0.75,klaim ijazah Jokowi tetap bermasalah
Ugwuaob-W461inP4tq14AaABAg,Positif,claude-llm,0.7,ragukan kemampuan sarjana Jokowi
Ugw2Q6P14JBY6Vo8Cwd4AaABAg,Netral,claude-llm,0.5,"sebut termul, ambigu"
Ugxh5h1kvi_Ej-Tr54l4AaABAg,Netral,claude-llm,0.5,polisi harus netral
Ugyn9wMAxabFi3EW3jB4AaABAg,Positif,claude-llm,0.65,"publik berhak tahu, konsekuensi palsu"
UgwhVz6Ep1x3mj5whsR4AaABAg,Positif,claude-llm,0.7,tuntut uji forensik bukan sekadar hadir
UgzUtzx_Q7N4ZpgU8kR4AaABAg,Positif,claude-llm,0.8,sebut ijazah tuku berbelit ditutupi
UgyrVFDsj_bDjxDd6Bt4AaABAg,Netral,claude-llm,0.55,simpel yang menentu UGM
UgzqoAvaZR6yZtZmtJ94AaABAg,Netral,claude-llm,0.5,tanya ada apa kasus bertele
UgzwP_QsZMr5UjNa_n54AaABAg,Netral,claude-llm,0.5,harap pengadilan lurus
UgxUzh3q-XRd-q4T8Z54AaABAg,Positif,claude-llm,0.7,tuntut Jokowi dihukum
Ugzp_Qiq8WMQnj45p1Z4AaABAg,Positif,claude-llm,0.6,sebut penegak hukum maling rekayasa
UgzRwwoo226nlCvY_PJ4AaABAg,Positif,claude-llm,0.7,RRT didukung rakyat
UgzoETCMI5p7hiUIHlB4AaABAg,Negatif,claude-llm,0.7,penuduh sakit hati akan kalah
UgxwUVkOKTOufcI_Dr14AaABAg,Positif,claude-llm,0.75,kritik pemerintah masih berdebat
UgyQAdR1o_TirT2mIuB4AaABAg,Netral,claude-llm,0.6,tanya angkat judul
Ugxryeg4TzaKK6Wljd54AaABAg,Netral,claude-llm,0.6,minta ada putusan saja
UgwVJIiKwRMR8-xvRMV4AaABAg,Negatif,claude-llm,0.7,ijazah sudah ditunjukkan kok tanya
UgwEkVdOcy4hqjED-Np4AaABAg,Positif,claude-llm,0.65,ijazah harus diuji terbuka
Ugy1CQMBU_o5zKCcds54AaABAg,Positif,claude-llm,0.65,bosan persoalan berbelit dibikin rumit
UgyF3u16IGC6GLu9Iup4AaABAg,Positif,claude-llm,0.65,uji tim independen biar palsu terbukti
Ugx8LAGoSrGNvva0d8Z4AaABAg,Positif,claude-llm,0.65,seru bongkar dan tangkap
UgyG_V943J3CuiTqPdN4AaABAg,Negatif,claude-llm,0.55,sindir Roy dan Mulyono kerjasama
UgwRA4UAo3wHrxrD9814AaABAg,Netral,claude-llm,0.55,kritik kepastian hukum umum
UgzdG7LX1GvJ4xRq7nl4AaABAg,Netral,claude-llm,0.55,"rakyat perlu kejujuran, umum"
Ugx4UXTfSoZou8MbQk14AaABAg,Positif,claude-llm,0.7,ijazah asli tak pernah ditunjukkan
Ugzp_WkolwujF0zzdq54AaABAg,Netral,claude-llm,0.55,"soal amnesti abolisi, prosedural"
UgyNgxnZdfRtasTVVAJ4AaABAg,Netral,claude-llm,0.55,"minimal S1 betul, prosedural"
Ugx2GtpKW9jakkeOL5h4AaABAg,Positif,claude-llm,0.5,tidak percaya alur hukum
UgxZLnEWSbWp3LFp5-V4AaABAg,Positif,claude-llm,0.7,minta Jokowi tunjukkan ijazah
UgyoxRM6H753MV2AMtx4AaABAg,Netral,claude-llm,0.8,mengaku netral cari seru
UgwxiS8UrCxrgNZPJcF4AaABAg,Netral,claude-llm,0.55,"candaan promosi kekayaan, OOT"
Ugz2jIbrQ7i6m21Hetx4AaABAg,Netral,claude-llm,0.6,tanya polisi lambat
Ugz2rXReY1AjM5cKL4B4AaABAg,Netral,claude-llm,0.55,tanya siapa gak normal
UgzGIwaCUvliD0gqJrV4AaABAg,Netral,claude-llm,0.5,"kenapa pilih rumit, ambigu"
Ugwc1rHUmyGzYD6aw-p4AaABAg,Positif,claude-llm,0.5,"yang menang uang banyak, sindir"
UgxOMlMhiEiAOSicw954AaABAg,Netral,claude-llm,0.45,"sindir Jokowi pamer, bukan ijazah"
UgxoWqo15GGcXig_3BV4AaABAg,Netral,claude-llm,0.5,"soal abolisi amnesti, prosedural"
UgzrmkDWiTXycuiDtn94AaABAg,Netral,claude-llm,0.6,"tunggu pengadilan Allah, netral"
UgxKnlfApKVKBMf0MNV4AaABAg,Netral,claude-llm,0.6,anggap tak penting
UgwLzzAWEuIP9sQ2fCR4AaABAg,Positif,claude-llm,0.75,sebut negara dibohongi Jokowi
UgygR9sRmWVgO3bYqCt4AaABAg,Positif,claude-llm,0.75,tuduh kebohongan kolektif rusak negara
UgxJcy-Es5cQN1z51UZ4AaABAg,Positif,claude-llm,0.6,"Metro jadi jubir Jkw, sindir media bela"
UgzmbTDhrahflZ6Mld14AaABAg,Positif,claude-llm,0.6,"yang benar tak ruwet, tutupi"
UgwBWbY0yxyIlgQvB2R4AaABAg,Negatif,claude-llm,0.55,sebut tuduhan cuma drama
UgxECnirOjXyUj6cUox4AaABAg,Positif,claude-llm,0.7,kenapa kalau asli berbelit
Ugwx4koFUUHDb8v_X7V4AaABAg,Negatif,claude-llm,0.55,"tanya status hukum Denny, sindir penuduh"
UgyQ9s8udYQwo79vPEp4AaABAg,Netral,claude-llm,0.5,"sebut termul, ambigu"
Ugx3CjenXdvgPf5bQdt4AaABAg,Netral,claude-llm,0.5,"males dengar termul, ambigu"
Ugw-9AhblZdKs5Km4_B4AaABAg,Netral,claude-llm,0.5,"soal Hotman Prabowo, OOT"
Ugy-wq07IshfWUB0d-F4AaABAg,Negatif,claude-llm,0.55,Jokowi hebat
UgzO-kXXV9KMJYzvqW94AaABAg,Negatif,claude-llm,0.6,logika fotokopi pasti ada aslinya
UgzM0uBkiekqUPzjbZl4AaABAg,Netral,claude-llm,0.4,"sindir, sasaran tak jelas"
Ugydf5ZJlUaglMheSAp4AaABAg,Negatif,claude-llm,0.55,sindir Tifa suruh ngelawak
UgzZ6EVSatAIU6GGsoN4AaABAg,Positif,claude-llm,0.55,"gitu aja repot, sindir penyembunyian"
UgwrcnJUA2HXX32U56d4AaABAg,Netral,claude-llm,0.45,komentar konten tak jelas
UgwLrjPF27eWo_6dOsl4AaABAg,Positif,claude-llm,0.75,pejabat berijasah palsu
Ugxto27A-x7uRAXTF_J4AaABAg,Netral,claude-llm,0.6,minta tak remis biar tahu benar
UgwOzHVBAWQX367RSbJ4AaABAg,Netral,claude-llm,0.6,"minta partai netral, OOT"
UgwDfdpa86IoGEEer-94AaABAg,Netral,claude-llm,0.7,"nyimak ending, tak berpihak"
UgzTWWEPU_18Ud1DN-F4AaABAg,Netral,claude-llm,0.4,"soal nasab Ba'alawi, OOT"
UgxQ8FRV8neZxsNaUzt4AaABAg,Positif,claude-llm,0.7,"rakyat minta bukti asli, hak rakyat"
UgxMoRBzN8kD-XfH75Z4AaABAg,Positif,claude-llm,0.6,yang salah harus dihukum dulu
UgyvEeHQz6OEEg-v6aR4AaABAg,Netral,claude-llm,0.55,"operasi politik, tak jelas sikap ijazah"
UgwoNvM4BN8IqHzcP5F4AaABAg,Negatif,claude-llm,0.68,ejek pakar Roy Suryo error
Ugw4i1jRBSEAHDvNkah4AaABAg,Positif,claude-llm,0.85,"curiga takut tunjukkan, dukung pejuang"
UgwRzcHyUMCxbgRj2nZ4AaABAg,Negatif,claude-llm,0.6,ejek pembela penuduh bermasalah hukum
UgzWeTboKeg5DVjCyqx4AaABAg,Positif,claude-llm,0.6,tuduh bohong dari awal
UgwXoWY_2FPVqpUHzJF4AaABAg,Netral,claude-llm,0.45,"serang Hotman, OOT"
UgzyD70wJWBQCdNC3YF4AaABAg,Netral,claude-llm,0.4,"candaan iklan kopi, OOT"
Ugyxq5iVX0SpK7mgTlh4AaABAg,Netral,claude-llm,0.5,OOT bandingkan Prayogo harta
UgyidwWPkYsGK_jauZ14AaABAg,Positif,claude-llm,0.62,KPU serampangan verifikasi ijazah
UgxjcXOmBIHgA7t3NJN4AaABAg,Positif,claude-llm,0.65,"polisi cepat tanggapi jkw, tak adil"
UgxwBt3uPuguUCP0mf14AaABAg,Positif,claude-llm,0.6,yakin kebenaran tuduhan menang
UgzCd_0ky8r6i5_BYqF4AaABAg,Netral,claude-llm,0.5,kritik narsum bicara politik
UgyMXYBpKd2Opt3k_w54AaABAg,Positif,claude-llm,0.7,salahkan geng Jokowi rumitkan
Ugxt_UV1INF9Gz2G4ll4AaABAg,Positif,claude-llm,0.7,curiga gelar perkara ditutupi
Ugy0KH106Px-Opy_4yV4AaABAg,Negatif,claude-llm,0.7,Roy cs pantas dipenjara
UgzawJG8Q8R0ruNK-N54AaABAg,Positif,claude-llm,0.6,tanya kenapa ijazah asli tak keluar
UgzHoJLDUPSc2sK5xKJ4AaABAg,Negatif,claude-llm,0.55,malas dengar Denny kriminalisasi
Ugy7sSgsyGf7VooXRnV4AaABAg,Netral,claude-llm,0.5,"muak Adi Prayitno, tak jelas"
UgyvdMZlpKtkQJ4l6-V4AaABAg,Netral,claude-llm,0.55,"soal KPU curang, OOT"
UgztqHF3EnXwMAGEODN4AaABAg,Netral,claude-llm,0.55,"maklumi aki, sikap tak jelas"
Ugxh3txYOuKPwddTO154AaABAg,Netral,claude-llm,0.5,"watak terlihat, sikap tak jelas"
UgyvYBhop7ALs1LpeHl4AaABAg,Netral,claude-llm,0.5,"soal Denny, sikap tak jelas"
