comment_id,label,raw_text,bert,svm
UgzhTjuQbCAmekrnE2d4AaABAg,Netral,Jangan berhenti nnt programnya taimin gk punya ratting.. 😂😂,jangan berhenti nnt programnya taimin gk punya ratting..,jangan henti nnt program taimin tidak punya ratting
Ugw-At3nNjYwez2Br_54AaABAg,Netral,Panci punya mulut giginya jumbo2 😂,panci punya mulut giginya jumbo2,panci punya mulut gigi jumbo
Ugw-BI07eNohtc4XkoB4AaABAg,Netral,Pakar.....cangkeme koyo tutup panci......koar koar tok,pakar.....cangkeme koyo tutup panci......koar koar tok,pakar cangkeme koyo tutup panci koar koar tok
Ugw-UpzhD72u-cWV_2Z4AaABAg,Netral,Maap jika salah sesuatu perkara itu yg bisa mengata kan yg benara dan yg salah adalah Hakim dan Jaksa .maka selesai .,maap jika salah sesuatu perkara itu yg bisa mengata kan yg benara dan yg salah adalah hakim dan jaksa .maka selesai .,maap salah sesuatu perkara kata benara salah hakim jaksa selesai
Ugw-Z2FNtAd4BXzqEQd4AaABAg,Netral,Hakim MK nya keren.,hakim mk nya keren.,hakim mk keren
Ugw09-P3SuLH3MPGpCR4AaABAg,Netral,Kuasa hukum apa anak TK ini,kuasa hukum apa anak tk ini,kuasa hukum anak tk
Ugw0PQbGyOT05chz9UB4AaABAg,Netral,hutan di gunduli waktu era megqwati efek nya sekarang,hutan di gunduli waktu era megqwati efek nya sekarang,hutan gundul waktu era megqwati efek sekarang
Ugw0i1aTI3tA8FNbinV4AaABAg,Netral,semangat bg rocky,semangat bg rocky,semangat bg rocky
Ugw0nO1N-uKecgS4KHt4AaABAg,Netral,"Si andi hebat juga ya, bukan ahlinya tapi muncul terus dan sanggup bertahan hanya dengan modal bacot tanpa pengetahuan.","si andi hebat juga ya, bukan ahlinya tapi muncul terus dan sanggup bertahan hanya dengan modal bacot tanpa pengetahuan.",andi hebat bukan ahli muncul terus sanggup tahan hanya modal bacot tanpa tahu
Ugw154DLjcvcZeug2N14AaABAg,Netral,Kebencian di pelihara panci panci panci,kebencian di pelihara panci panci panci,benci pelihara panci panci panci
Ugw1IkmYuwQjbdqtHoN4AaABAg,Netral,Azmaan bohong mulu,azmaan bohong mulu,azmaan bohong mulu
Ugw1qbCz5xx2LwzovAx4AaABAg,Netral,Ya Allah Gayuuuuus udah tua tobat si kata gua mah,ya allah gayuuuuus udah tua tobat si kata gua mah,allah gayuuuuus tua tobat kata mah
Ugw2sgk7bPOPRvY9udV4AaABAg,Netral,Suaramu Roy gada aturane,suaramu roy gada aturane,suara roy gada aturane
Ugw38p4YwoZUGa81hhR4AaABAg,Netral,😂panci stress😂,panci stress,panci stress
Ugw39xFkA0Es_d3OIbt4AaABAg,Netral,Suara rakyat tersalurkan hidup embak diana,suara rakyat tersalurkan hidup embak diana,suara rakyat salur hidup embak ana
Ugw3FvA3x5xaB_7aAPh4AaABAg,Netral,Kalau dengar prof Saldi itu serasa lagi kuliah umum gratis 😁,kalau dengar prof saldi itu serasa lagi kuliah umum gratis,kalau dengar prof saldi serasa kuliah umum gratis
Ugw3HmSMppr5fVRuRIZ4AaABAg,Netral,Semoga bisa cepat selesai.,semoga bisa cepat selesai.,moga cepat selesai
Ugw3QEb7P2RU0A2HJeB4AaABAg,Netral,hati roy cs cuci dg rinso biar tak ada kebencian dihatinya.apapun yg dilakukan pak jokowi cs tak ada benarnya.,hati roy cs cuci dg rinso biar tak ada kebencian dihatinya.apapun yg dilakukan pak jokowi cs tak ada benarnya.,hati roy cs cuci rinso biar tidak benci hati apa laku pak jokowi cs tidak benar
Ugw3ZCuYh5XD4K6KEL14AaABAg,Netral,betul ibu diana itu mewakili rakyat kalau tifa grombolanya mewakili....,betul ibu diana itu mewakili rakyat kalau tifa grombolanya mewakili....,betul ibu ana wakil rakyat kalau tifa grombolanya wakil
Ugw4HGbAnIiOqud8EjF4AaABAg,Netral,Betul itu dia memang gila.,betul itu dia memang gila.,betul memang gila
Ugw4Wjasb_68ChF_jf54AaABAg,Netral,Bang Roy Suryo orang gila Jagan ditanggapi,bang roy suryo orang gila jagan ditanggapi,roy suryo orang gila jagan tanggap
Ugw4azUGbmtEy3EAWcJ4AaABAg,Netral,Andi Azwan muak lihat km orang termul sok pinter tukang bohong,andi azwan muak lihat km orang termul sok pinter tukang bohong,andi azwan muak lihat km orang termul sok pinter tukang bohong
Ugw510EeEKPxqvT5FfR4AaABAg,Netral,Banyak ngomong Roy panci tapi nol,banyak ngomong roy panci tapi nol,banyak ngomong roy panci nol
Ugw5GPdx95pkCMgFqoJ4AaABAg,Netral,Bodi amat emang gue pikirin,bodi amat emang gue pikirin,bodi memang pikirin
Ugw5HVXLs25gN0GqsQx4AaABAg,Netral,Kok nggak ada si tompel sama sangadji,kok nggak ada si tompel sama sangadji,tidak tompel sangadji
Ugw5MEpFUegZF6_VgsF4AaABAg,Netral,"TOMPEL SOK HEBAT,","tompel sok hebat,",tompel sok hebat
Ugw5VYeAy-Ex4hGZVxx4AaABAg,Netral,Sudah jadi gila bener siroy...karena berani fitnah tanpa data dimedia2 tiap hari...adzab dunia...adzab akherat lebih mengerikan,sudah jadi gila bener siroy...karena berani fitnah tanpa data dimedia2 tiap hari...adzab dunia...adzab akherat lebih mengerikan,jadi gila benar siroy berani fitnah tanpa data media tiap hari adzab dunia adzab akherat keri
Ugw5iK6DZAf7ytnHVUx4AaABAg,Netral,Menghadapi orsng edan kudu ngedan... he hehe.,menghadapi orsng edan kudu ngedan... he hehe.,hadap orsng edan kudu ngedan he
Ugw6NFUP2fpOV4BS3114AaABAg,Netral,"Termul Menepuk air di dulang , akhirnya basah kuyup sendiri","termul menepuk air di dulang , akhirnya basah kuyup sendiri",termul tepuk air dulang akhir basah kuyup sendiri
Ugw6vtZZRk3K9Gv-qmx4AaABAg,Netral,Apalagi percaya dgn kamu panci ...LBH sesat lagi,apalagi percaya dgn kamu panci ...lbh sesat lagi,apalagi percaya panci lbh sesat
Ugw73ANX9-ukWfEteLR4AaABAg,Netral,"Liat termul seperti makaanan kebnyakan gula,,,,bahasa gahulnya ' giung' 😅😅😅,,,kemrin ada bencana ga ada hidung keliatan,,,manusia amplop,,,berani mati untuk satu orang,,,yg lain kayanya masa bodoh😅","liat termul seperti makaanan kebnyakan gula,,,,bahasa gahulnya ' giung' ,,,kemrin ada bencana ga ada hidung keliatan,,,manusia amplop,,,berani mati untuk satu orang,,,yg lain kayanya masa bodoh",liat termul seperti makaanan kebnyakan gula bahasa gahulnya giung kemrin bencana tidak hidung liat manusia amplop berani mati orang kaya masa bodoh
Ugw7AqUtGHlgQsOx1Qx4AaABAg,Netral,Modar sekarang Andi kelihatan bohong nya,modar sekarang andi kelihatan bohong nya,modar sekarang andi lihat bohong
Ugw7sltuxuk-OnD0_IR4AaABAg,Netral,Andi Azwan lama lama bikin Muak,andi azwan lama lama bikin muak,andi azwan buat muak
Ugw7ygC7G2wb5VMCqS54AaABAg,Netral,Sidang lagi,sidang lagi,sidang
Ugw8P3KkXlKmZ1LzK414AaABAg,Netral,DHL sudah.jadi termul bergabung dengan terminal lainnya😊😊😊😊,dhl sudah.jadi termul bergabung dengan terminal lainnya,dhl jadi termul gabung terminal lain
UgwAMflqfTPVx0NYEh54AaABAg,Netral,Kenapa Roy bacot diksh panggung terus,kenapa roy bacot diksh panggung terus,kenapa roy bacot diksh panggung terus
UgwB2k24B2JwvyMalqN4AaABAg,Netral,Panci lagi main daegalan,panci lagi main daegalan,panci main daegalan
UgwBcwQewKfTi4YzH6B4AaABAg,Netral,semangat pejuang rakyat jelata.,semangat pejuang rakyat jelata.,semangat juang rakyat jelata
UgwBlSEBoVYYsZJI_R54AaABAg,Netral,Orang gila roy dan sekumpulannya,orang gila roy dan sekumpulannya,orang gila roy kumpul
UgwBxARNaNgu2M7OjYd4AaABAg,Netral,Blm pernah aku melihat mereka2 ini debat tentang orng miskin di Indonesia,blm pernah aku melihat mereka2 ini debat tentang orng miskin di indonesia,belum aku lihat debat tentang orng miskin indonesia
UgwC8QNCI9ehjjZ-2Zx4AaABAg,Netral,Jangan lawan ibu ini  gila lu ini ibu,jangan lawan ibu ini gila lu ini ibu,jangan lawan ibu gila ibu
UgwCBF_dvCktyIt94_l4AaABAg,Netral,Suneo makin gajelas,suneo makin gajelas,suneo makin gajelas
UgwCCx99PSKQxGkiXcB4AaABAg,Netral,Panci ini  pantasnya  disumpel  sepatu,panci ini pantasnya disumpel sepatu,panci pantas sumpel sepatu
UgwCJ3mHsZL85Cxv3Ed4AaABAg,Netral,PURBAYA 2029,purbaya 2029,purbaya
UgwCUjIHjmuMviTV7Ol4AaABAg,Netral,si panci,si panci,panci
UgwCWq1D8FZOr74Q8sF4AaABAg,Netral,BRAVO  DIANA MURNI...,bravo diana murni...,bravo ana murni
UgwCdPLhR-X5IMRndtZ4AaABAg,Netral,KO ANDI AZWAN MUKANUA LUCU YA,ko andi azwan mukanua lucu ya,ko andi azwan mukanua lucu
UgwDMsJnSPw0eUIGsw54AaABAg,Netral,Cari panggung panci baru,cari panggung panci baru,cari panggung panci
UgwDWOQZxDJL8zyJY994AaABAg,Netral,"Manusia yg s
Paling songong itu Roi Suryo,KLO ada org ngomong pastiini org celethuk bilang yg atdk tempatnya kayak merasa org tau saja.😊😊😮😮","manusia yg s paling songong itu roi suryo,klo ada org ngomong pastiini org celethuk bilang yg atdk tempatnya kayak merasa org tau saja.",manusia paling songong roy suryo kalau orang ngomong pastiini orang celethuk bilang atdk tempat seperti rasa orang tahu
UgwDdmrxwY9YjUqRljZ4AaABAg,Netral,Wkwkwkwkwkk sebenre org yg cerdas & intelektual itu dilarang menghadapi org bodoh.. Tp mau gmn lagi😂😂😂😂,wkwkwkwkwkk sebenre org yg cerdas intelektual itu dilarang menghadapi org bodoh.. tp mau gmn lagi,wkwkwkwkwkk sebenre orang cerdas intelektual larang hadap orang bodoh mau
UgwEnq5cv4qTUqSEXI94AaABAg,Netral,Roy paling GOBLLOKKK,roy paling gobllokkk,roy paling gobllokkk
UgwF3zGD6I7kYVs21vt4AaABAg,Netral,mulunya bau busuk'ternak,mulunya bau busuk'ternak,mulunya bau busuk ternak
UgwFAckFlsyD6dXCgap4AaABAg,Netral,Prof Saldi Isra keren banget.,prof saldi isra keren banget.,prof saldi isra keren
UgwFEBvLG9iN_5ezSbJ4AaABAg,Netral,mantap Bu ajari mereka beretika,mantap bu ajari mereka beretika,mantap bu ajar etika
UgwFOkxGIztyK9DwA2V4AaABAg,Netral,"Biarin bagus org gila harus dilawan sama org gila,  semangat ibu gpp pura2 gila drpd gila beneran😂😂😂😂","biarin bagus org gila harus dilawan sama org gila, semangat ibu gpp pura2 gila drpd gila beneran",biarin bagus orang gila harus lawan orang gila semangat ibu gpp pura gila drpd gila beneran
UgwFVojTT6pmN-AK_394AaABAg,Netral,Roy itu biadab...,roy itu biadab...,roy biadab
UgwG029ucwGNIA4drZR4AaABAg,Netral,"Ketabrak motor,bpk ini wakil ulama yg mana yak","ketabrak motor,bpk ini wakil ulama yg mana yak",tabrak motor bpk wakil ulama mana yak
UgwG6JobDAwfAagqmiV4AaABAg,Netral,ruwet ruwet ruwet,ruwet ruwet ruwet,ruwet ruwet ruwet
UgwG8uh5jIvU_VqnzOZ4AaABAg,Netral,Wooiii  gogoooon,wooiii gogoooon,wooiii gogoooon
UgwGTIwisbVyRZPg1Ld4AaABAg,Netral,Orang gila di kasih panggung,orang gila di kasih panggung,orang gila kasih panggung
UgwGjDl3EUE7Z024AD94AaABAg,Netral,"Pembawa acara kurang profesional klau tdk bisa memanage durasi waktu & tdk pandai menggali info dr narsum, jgn panggil bykx narasumber, bgmn ada narasumber cuma lbh byk duduk dr pd bicara.","pembawa acara kurang profesional klau tdk bisa memanage durasi waktu tdk pandai menggali info dr narsum, jgn panggil bykx narasumber, bgmn ada narasumber cuma lbh byk duduk dr pd bicara.",bawa acara kurang profesional klau tidak memanage durasi waktu tidak pandai gali info narsum jangan panggil bykx narasumber bgmn narasumber hanya lbh byk duduk pd bicara
UgwGnf0Shfv8p1nwZZt4AaABAg,Netral,Bodohnya roy suryo cs. 😅,bodohnya roy suryo cs.,bodoh roy suryo cs
UgwHKexwK2F78h8Z7f94AaABAg,Netral,Tumben gak nyerocos gak mutus omonganx lawan..taux cengar cengir,tumben gak nyerocos gak mutus omonganx lawan..taux cengar cengir,tumben tidak nyerocos tidak mutus omonganx lawan taux cengar cengir
UgwHN8TNOX2oUADbdCZ4AaABAg,Netral,Prolog bang Hotman ..boleh lah😂,prolog bang hotman ..boleh lah,prolog hotman boleh
UgwHOpmrIT6rY49J7DJ4AaABAg,Netral,"Asik kalo ada Bang Efendi , ada lucu²nya 😅","asik kalo ada bang efendi , ada lucu²nya",asik kalau efendi lucu
UgwHav67bMi9tdaGw-x4AaABAg,Netral,Mantap bang Sujiwo Sutejo,mantap bang sujiwo sutejo,mantap sujiwo sutejo
UgwHcK9iVmrZqC_rnbt4AaABAg,Netral,Ibu Diana... Please jangan terlalu jujur... Kasihan Roy panci😂😂😂😂😂😂,ibu diana... please jangan terlalu jujur... kasihan roy panci,ibu ana please jangan terlalu jujur kasihan roy panci
UgwHsrvXtxgnIIpp3_h4AaABAg,Netral,"Om Gogon malu""in golongan,beda jauh levelnya Gogon vs refli Harun.🙏🙏🙏","om gogon malu""in golongan,beda jauh levelnya gogon vs refli harun.",om gogon malu in golong beda jauh level gogon vs refli harun
UgwIacmn7bQFqRPoeeR4AaABAg,Netral,"Joshua2 kocag... Lulusan mna cuy, cekkk😊","joshua2 kocag... lulusan mna cuy, cekkk",joshua kocag lulus mna cuy cekkk
UgwJ0VcyX-Fj-vIOxgB4AaABAg,Netral,Sumpah.. dari awal ampe akhir gue suka bgt ama kemeja nya Prof Gayus.. kece bgt... beli dmn si..,sumpah.. dari awal ampe akhir gue suka bgt ama kemeja nya prof gayus.. kece bgt... beli dmn si..,sumpah awal ampe akhir suka ama kemeja prof gayus kece beli dmn
UgwJH0kxBaZSY6u11GB4AaABAg,Netral,semoga akhirat yang menyidangkan nantinya,semoga akhirat yang menyidangkan nantinya,moga akhirat sidang nanti
UgwJK2UTq0gP4I5NcUN4AaABAg,Netral,"Bang, mulyono apaan sih?","bang, mulyono apaan sih?",mulyono apa
UgwJKjAF_GUT2-qkarh4AaABAg,Netral,Bagaimana menurut bang Hotman roy suryo cs masuk penjara atau bebas bang ?,bagaimana menurut bang hotman roy suryo cs masuk penjara atau bebas bang ?,turut hotman roy suryo cs masuk penjara bebas
UgwJeULzytFQB69w1Jd4AaABAg,Netral,Roy Suryo segera di tangkap,roy suryo segera di tangkap,roy suryo segera tangkap
UgwJpJEs_2TBFE7q5FZ4AaABAg,Netral,"Orang iri ya kayak gini,gila","orang iri ya kayak gini,gila",orang iri seperti begini gila
UgwKplIO--Z4xVxYDct4AaABAg,Netral,Roy mendapatkan lawan sepadan... wkwkwk,roy mendapatkan lawan sepadan... wkwkwk,roy dapat lawan padan
UgwKv7ZhS4c2UhyzHOJ4AaABAg,Netral,"Masya , Alloh kasian rakyat nya mendengarkan drama yg tak ada bosen 2 nya","masya , alloh kasian rakyat nya mendengarkan drama yg tak ada bosen 2 nya",masya alloh kasi rakyat dengar drama tidak bosen
UgwL-Kx7L22eNC0koyB4AaABAg,Netral,Bg roy smngaattt 😂😂😂,bg roy smngaattt,bg roy smngaattt
UgwLAuzlSHlRHRUcd314AaABAg,Netral,Roy Gila,roy gila,roy gila
UgwLPgNugniJS-9328t4AaABAg,Netral,Hotman sngt kaku jadi host,hotman sngt kaku jadi host,hotman sngt kaku jadi host
UgwM_oC8Vjx4cEPmff94AaABAg,Netral,Ko iri masih banyak pendukung jokowi,ko iri masih banyak pendukung jokowi,ko iri banyak dukung jokowi
UgwMmQte5qafOtGHLqZ4AaABAg,Netral,Keren Bu Diana lawan orang2 yg tdk punya perasaan..,keren bu diana lawan orang2 yg tdk punya perasaan..,keren bu ana lawan orang tidak punya asa
UgwMwhuN_ECOdHX2QUZ4AaABAg,Netral,Emang betul mrk org aneh 😂😂😂,emang betul mrk org aneh,memang betul mrk orang aneh
UgwN3_w0XPsfP3PeUiV4AaABAg,Netral,Roy panci ngomong blepetan ketahuan orang gak beradab gak berpendidikan,roy panci ngomong blepetan ketahuan orang gak beradab gak berpendidikan,roy panci ngomong blepetan tahu orang tidak adab tidak didik
UgwNChGMJlth7Bv6o4d4AaABAg,Netral,😂😂Rai Panci,rai panci,rai panci
UgwNUsioQHNxLbA_mUh4AaABAg,Netral,Lama lama gila roi,lama lama gila roi,gila roy
UgwNa6oNrPLarutS0_54AaABAg,Netral,Panci2 gila...heran masih dibiarkan berkeliaran bukannya dikandangkan saja,panci2 gila...heran masih dibiarkan berkeliaran bukannya dikandangkan saja,panci gila heran biar liar bukan kandang
UgwOQqnjiDcBR0JqmFZ4AaABAg,Netral,Sesak nafas si amdi suneo,sesak nafas si amdi suneo,sesak nafas amdi suneo
UgwP-bv_6aQsXkj8Pkt4AaABAg,Netral,Termul semoga cepat sembuh,termul semoga cepat sembuh,termul moga cepat sembuh
UgwP6KpuyXmoU3Gk2ch4AaABAg,Netral,Roi ya tetap roi lainnya serius dia tetap cengengesan kaya orang gila,roi ya tetap roi lainnya serius dia tetap cengengesan kaya orang gila,roy tetap roy lain serius tetap cengengesan kaya orang gila
UgwP8rFcqp1QXCtJUF94AaABAg,Netral,Undang Josua Sinambela dong...,undang josua sinambela dong...,undang josua sinambela
UgwPKNxB8YkgPSy1qx94AaABAg,Netral,TDK PERLU BANYAK ASPRI KLU BURUNG TUMPUL KECIL GA BISA HIDUP,tdk perlu banyak aspri klu burung tumpul kecil ga bisa hidup,tidak perlu banyak aspri kalau burung tumpul tidak hidup
UgwPOSq5ai_e0MRAotJ4AaABAg,Netral,Setuju banget  p. Sujiwo,setuju banget p. sujiwo,setuju sujiwo
UgwPOo15VM_6gZBgLMB4AaABAg,Netral,Amit-amit rc cengar cengir ',amit-amit rc cengar cengir ',amit amit rc cengar cengir
UgwPPo3xa2pj11E8lwZ4AaABAg,Netral,Orang ini jago ngotot rata2 memang Termul begitu. Karena sudah kena suap.,orang ini jago ngotot rata2 memang termul begitu. karena sudah kena suap.,orang jago ngotot rata memang termul begitu kena suap
UgwPkL46wx5zKYU2zNF4AaABAg,Netral,Betul sekali pak jarwo,betul sekali pak jarwo,betul pak jarwo
UgwPxVDrQseS7sE-Jf14AaABAg,Netral,Inilah contoh termul yg sudah putus urat malunya Andi aswan 😂😂😂😂,inilah contoh termul yg sudah putus urat malunya andi aswan,ini contoh termul putus urat malu andi aswan
UgwQ66VKse05Zc3u1zh4AaABAg,Netral,TOMPEL TOMPEL TOPLES TOPLES TOMPE TOPLES TOMBLO,tompel tompel toples toples tompe toples tomblo,tompel tompel toples toples tompe toples tomblo
UgwQlqDWM14ZSL3EPcx4AaABAg,Netral,Saya berpikiran jangan jangan Roy ini gila. Hihihihihihihi cuman gak keliatan karena berdasi dan punya uang,saya berpikiran jangan jangan roy ini gila. hihihihihihihi cuman gak keliatan karena berdasi dan punya uang,pikir jangan jangan roy gila hihihihihihihi cuman tidak liat das punya uang
UgwQzYx5YSu4ZgrZ9oV4AaABAg,Netral,"Si pembawa acara ini menurut saya tudak netral, dia mestinya profesional, menurut saya, entah menurur teman2 bagaimana?","si pembawa acara ini menurut saya tudak netral, dia mestinya profesional, menurut saya, entah menurur teman2 bagaimana?",bawa acara turut tudak netral mesti profesional turut entah menurur teman
UgwRFLLwngIRVcd9mf94AaABAg,Netral,Sejak awal sdh saya sebut dia orang² itu ODGJ.,sejak awal sdh saya sebut dia orang² itu odgj.,awal sebut orang odgj
UgwRcJ4MwlP-pNlGFJl4AaABAg,Netral,"Ini acaranya, aiman bersuara😂😂😂","ini acaranya, aiman bersuara",acara aiman suara
UgwRk7l-rENYNLUhHSp4AaABAg,Netral,Menurut saya mulutnya Roy Suryo itu kurang etis gak mencerminkan org berpendidikan.,menurut saya mulutnya roy suryo itu kurang etis gak mencerminkan org berpendidikan.,turut mulut roy suryo kurang etis tidak cermin orang didik
UgwS7W0HJrqbIM3lEx94AaABAg,Netral,Prestasi Roy Suryo Iki opo,prestasi roy suryo iki opo,prestasi roy suryo iki opo
UgwSwRCkYOFLgyLJDbd4AaABAg,Netral,Iklane kok menjengkelkan ya,iklane kok menjengkelkan ya,iklane jengkel
UgwT-ZEd0673-KinEIF4AaABAg,Netral,mulut roy ke mana mana,mulut roy ke mana mana,mulut roy mana mana
UgwT5PJV9wtdHeru9hh4AaABAg,Netral,Mantaaaab ibu diana❤❤❤,mantaaaab ibu diana,mantaaaab ibu ana
UgwTryGbgVqImIcA0bJ4AaABAg,Netral,Roy suryo kasihan keluarganya .. 😂,roy suryo kasihan keluarganya ..,roy suryo kasihan keluarga
UgwUtMVfQpzr3BkFwut4AaABAg,Netral,Manusia sombong,manusia sombong,manusia sombong
UgwV5L4Ugvldgrw7Gap4AaABAg,Netral,Narasumbernya itu ituuu aja to,narasumbernya itu ituuu aja to,narasumber ituuu to
UgwVtHPol4PKKiIfYJ94AaABAg,Netral,"andi aswan kyk anak SD dalam berdebat, kelihatan sangat takut klu lawannya lebih akurat dalam berbicara dan bukti","andi aswan kyk anak sd dalam berdebat, kelihatan sangat takut klu lawannya lebih akurat dalam berbicara dan bukti",andi aswan seperti anak sd debat lihat takut kalau lawan akurat bicara bukti
UgwWABjhIO1yYwTxLql4AaABAg,Netral,Panci cs peneliti abal2 jangan belagak hebat sadar kalian,panci cs peneliti abal2 jangan belagak hebat sadar kalian,panci cs teliti abal jangan bagak hebat sadar kalian
UgwWAHaRsjZoBGz9HTN4AaABAg,Netral,Kenapa dalam sidang di MK ada yg tidur,kenapa dalam sidang di mk ada yg tidur,kenapa sidang mk tidur
UgwWMiDdTFQFrOUsqax4AaABAg,Netral,Semangat bang Roy S CS❤️,semangat bang roy s cs,semangat roy cs
UgwWREM9aL9KKGnDkop4AaABAg,Netral,Mksh ibu sdh mewakili rakyat,mksh ibu sdh mewakili rakyat,terima kasih ibu wakil rakyat
UgwWTLEdruCY0KaMvk14AaABAg,Netral,Jokowi dan keluarga malah ketawa liat acara ini....,jokowi dan keluarga malah ketawa liat acara ini....,jokowi keluarga malah ketawa liat acara
UgwWpTtFG_w9qPlDrNZ4AaABAg,Netral,Bung aswan ini selalu ngegass yaa kalo ngomong....????  Hadeeeuhh...,bung aswan ini selalu ngegass yaa kalo ngomong....???? hadeeeuhh...,bung aswan ngegass yaa kalau ngomong hadeeeuhh
UgwWprNhuu_pmGMBzaV4AaABAg,Netral,Pantau2 lama2 dulu... rasa2 enak masuk sudah hahahahaha.,pantau2 lama2 dulu... rasa2 enak masuk sudah hahahahaha.,pantau dulu rasa enak masuk hahahahaha
UgwX16uKHs6bizFE1PN4AaABAg,Netral,Dari pada ribut atau repot pakai saja jasa tukang santet. Siapa yang tipu binasalah dia,dari pada ribut atau repot pakai saja jasa tukang santet. siapa yang tipu binasalah dia,ribut repot pakai jasa tukang santet siapa tipu binasa
UgwXlyDbfZwZs578Jmd4AaABAg,Netral,Betul pak Sujiwo Tejo,betul pak sujiwo tejo,betul pak sujiwo tejo
UgwXqknqMCfXPBD0QdR4AaABAg,Netral,GOGON BLOON 😂😂😂,gogon bloon,gogon bloon
UgwYHfwgYjixpQYylYN4AaABAg,Netral,GK ada malunya ini si Andi,gk ada malunya ini si andi,tidak malu andi
UgwYSeg-taKiMsg8q454AaABAg,Netral,Ini pencuri panci ngomong seenak perutnya,ini pencuri panci ngomong seenak perutnya,curi panci ngomong enak perut
UgwYdXVSv-B7h_J31n54AaABAg,Netral,"Salfok sm presenternya, pol cantiknya.. 😊","salfok sm presenternya, pol cantiknya..",salfok presenternya pol cantik
UgwYquo-XtgaozF9s8R4AaABAg,Netral,Hukum rimba,hukum rimba,hukum rimba
UgwYwGBjjNrXolD1H8t4AaABAg,Netral,Gila.  Loh. Roi,gila. loh. roi,gila loh roy
UgwZ0EqQgK5rKiwDvm14AaABAg,Netral,Shi tompel kok tidak ada ya 😂,shi tompel kok tidak ada ya,shi tompel tidak
UgwZAR17DxzVVubC-Ex4AaABAg,Netral,ROY KEHABISAN AKAL,roy kehabisan akal,roy habis akal
UgwZZJlTEfeKXTGYAH54AaABAg,Netral,"Apanya sih yg hebat dari Roy Suryo ini,lagu indonesia Raya aja ngak hafal dia pas jadi mentri ngaco aja 😂😂😂","apanya sih yg hebat dari roy suryo ini,lagu indonesia raya aja ngak hafal dia pas jadi mentri ngaco aja",apa hebat roy suryo lagu indonesia raya ngak hafal pas jadi mentri ngaco
UgwZhxxXx60YvfPjhPV4AaABAg,Netral,Orang orang ribett,orang orang ribett,orang orang ribett
UgwZsoLKHP1KDeJdkdB4AaABAg,Netral,Andi andi bohong kok gak malu,andi andi bohong kok gak malu,andi andi bohong tidak malu
UgwZsvzkyis7yL0LepN4AaABAg,Netral,Ni orang setres panci panci,ni orang setres panci panci,ni orang tres panci panci
Ugw_Q4ty2_4_ddm0Ms14AaABAg,Netral,Roy Gedabus segera tangkap Roy panci,roy gedabus segera tangkap roy panci,roy gedabus segera tangkap roy panci
Ugw_Qv05NiQPjfEn39F4AaABAg,Netral,Maju terus dokter tifa..,maju terus dokter tifa..,maju terus dokter tifa
Ugw_gP53nL2x617QcmN4AaABAg,Netral,"Lama lama bener stress si panci ini dan bentar lagi jadi orang gila, buktikan aja...!!!!","lama lama bener stress si panci ini dan bentar lagi jadi orang gila, buktikan aja...!!!!",benar stress panci bentar jadi orang gila bukti
Ugw_kl0OWzzSZFgiiiV4AaABAg,Netral,"Gua malu denger ahli tapi bilang ""fattal et al""

Et al itu kan sama dengan (dkk) kalau kita lagi ngutip sesuatu. 

Nama yg bikin tekniknya fattal (et al=dkk).

Nama teknik nya sendiri fattal tone mapping.","gua malu denger ahli tapi bilang ""fattal et al"" et al itu kan sama dengan (dkk) kalau kita lagi ngutip sesuatu. nama yg bikin tekniknya fattal (et al dkk). nama teknik nya sendiri fattal tone mapping.",malu denger ahli bilang fattal et al et al dkk kalau ngutip sesuatu nama buat teknik fattal et al dkk nama teknik sendiri fattal tone mapping
UgwaBfoOVMVrQOSd3Id4AaABAg,Netral,"Rakyat bersuara jangan sering sering ngundang para relawan
Dah stop relawan",rakyat bersuara jangan sering sering ngundang para relawan dah stop relawan,rakyat suara jangan ngundang para rawan stop rawan
UgwaZjQzRD7seHscZ5B4AaABAg,Netral,Kenapa kasus ini gak selesai2 semakin bosen ngikuti,kenapa kasus ini gak selesai2 semakin bosen ngikuti,kenapa kasus tidak selesai makin bosen ngikuti
UgwalaXSAZc04cvPBid4AaABAg,Netral,Seperti anak kecil Roy cs,seperti anak kecil roy cs,seperti anak roy cs
UgwbBomCyCDYIjsXPql4AaABAg,Netral,RS betul2 gila betul.Edan  kamu,rs betul2 gila betul.edan kamu,rs betul gila betul edan
UgwbyLFqrPM4faW9Mwx4AaABAg,Netral,1:38:49 LU DATANG MO NONTON INI,1:38:49 lu datang mo nonton ini,datang mo nonton
UgwcLX4CcYr1xejK0IF4AaABAg,Netral,Terima kasih bu telah mewakili kami,terima kasih bu telah mewakili kami,terima kasih bu wakil
UgwctseVu-TaePcCAaV4AaABAg,Netral,sampai sekarang roy panci gigi.nya kering karna mringis terus..entah mringis yakut saya ngga tau😂😂😂,sampai sekarang roy panci gigi.nya kering karna mringis terus..entah mringis yakut saya ngga tau,sampai sekarang roy panci gigi kering mringis terus entah mringis yakut tidak tahu
UgwcwHGOlThX4fhPdfJ4AaABAg,Netral,Prof gayus???????,prof gayus???????,prof gayus
UgwdaZkozsSR4v9XNb94AaABAg,Netral,Liat suryoo kya orang stres yah,liat suryoo kya orang stres yah,liat suryoo kya orang stres yah
